DateTime;Middeltemperatur;Maksimumtemperatur;Minimumtemperatur
01-05-2021 00:00;4.6;4.9;4.3
01-05-2021 01:00;4.7;4.9;4.6
01-05-2021 02:00;4.5;4.7;4.1
01-05-2021 03:00;4.6;4.7;4.5
01-05-2021 04:00;4.7;4.9;4.5
01-05-2021 05:00;4.7;5.3;4.4
01-05-2021 06:00;5.7;6.2;5.1
01-05-2021 07:00;6.9;8.3;6.1
01-05-2021 08:00;8.9;9.8;7.9
01-05-2021 09:00;10.3;11.1;9.6
01-05-2021 10:00;11.3;12.5;10.4
01-05-2021 11:00;11.9;12.5;11.4
01-05-2021 12:00;12.1;12.8;11.6
01-05-2021 13:00;12.2;13;11.8
01-05-2021 14:00;12.1;12.6;11.6
01-05-2021 15:00;12.1;12.5;11.5
01-05-2021 16:00;11.6;12.2;11.2
01-05-2021 17:00;11.1;11.7;10.6
01-05-2021 18:00;10.1;10.8;9.3
01-05-2021 19:00;9.1;9.5;8.5
01-05-2021 20:00;7.8;8.6;7.1
01-05-2021 21:00;6.7;7.1;6.2
01-05-2021 22:00;5.3;6.4;3.1
01-05-2021 23:00;5.2;5.6;4.9
02-05-2021 00:00;4.9;5.3;4.3
02-05-2021 01:00;4.5;4.9;3.9
02-05-2021 02:00;3.9;4.2;3.6
02-05-2021 03:00;3.4;3.8;3.1
02-05-2021 04:00;3;3.5;2.4
02-05-2021 05:00;3.2;4.5;1.9
02-05-2021 06:00;5.5;6.1;4.5
02-05-2021 07:00;7;8.1;6.1
02-05-2021 08:00;8.4;9;7.8
02-05-2021 09:00;9.5;10.7;8.6
02-05-2021 10:00;10.8;11.5;10.1
02-05-2021 11:00;11.2;12;10.6
02-05-2021 12:00;11.7;12.4;11
02-05-2021 13:00;12.1;12.6;11.6
02-05-2021 14:00;11.7;12;11.4
02-05-2021 15:00;11.8;12.7;11.3
02-05-2021 16:00;11.4;11.9;10.8
02-05-2021 17:00;10.7;10.9;10.4
02-05-2021 18:00;9.8;10.8;8.9
02-05-2021 19:00;7.7;8.9;6.7
02-05-2021 20:00;6.1;6.8;5.6
02-05-2021 21:00;5.3;5.6;4.6
02-05-2021 22:00;3.9;4.8;3.1
02-05-2021 23:00;3.8;4.3;3.4
03-05-2021 00:00;3.9;4.2;3.3
03-05-2021 01:00;3.5;4.1;2.8
03-05-2021 02:00;3.4;3.9;2.8
03-05-2021 03:00;4;4.4;3.4
03-05-2021 04:00;4.3;4.7;4
03-05-2021 05:00;4.9;5.2;4.5
03-05-2021 06:00;5.3;5.7;4.9
03-05-2021 07:00;5.8;6;5.5
03-05-2021 08:00;6.3;6.8;5.9
03-05-2021 09:00;6.5;7.1;6.1
03-05-2021 10:00;6.7;7.4;5.6
03-05-2021 11:00;5.9;6.5;5.6
03-05-2021 12:00;6.1;6.8;5.7
03-05-2021 13:00;7.6;8.1;6.8
03-05-2021 14:00;8.6;10;7.7
03-05-2021 15:00;9.4;10.3;8.4
03-05-2021 16:00;9.7;10.5;9.1
03-05-2021 17:00;9.4;9.7;8.8
03-05-2021 18:00;8.8;9.4;8.3
