"Start time UTC","End time UTC","Start time UTC+01:00","End time UTC+01:00","Frequency - real time data"
"2021-01-20 18:31:00","2021-01-20 18:31:00","2021-01-20 19:31:00","2021-01-20 19:31:00","50.017"
"2021-01-20 18:34:00","2021-01-20 18:34:00","2021-01-20 19:34:00","2021-01-20 19:34:00","50.002"
"2021-01-20 18:37:00","2021-01-20 18:37:00","2021-01-20 19:37:00","2021-01-20 19:37:00","49.951"
"2021-01-20 18:40:00","2021-01-20 18:40:00","2021-01-20 19:40:00","2021-01-20 19:40:00","49.963"
"2021-01-20 18:43:00","2021-01-20 18:43:00","2021-01-20 19:43:00","2021-01-20 19:43:00","49.974"
"2021-01-20 18:46:00","2021-01-20 18:46:00","2021-01-20 19:46:00","2021-01-20 19:46:00","49.988"
"2021-01-20 18:49:00","2021-01-20 18:49:00","2021-01-20 19:49:00","2021-01-20 19:49:00","49.938"
"2021-01-20 18:52:00","2021-01-20 18:52:00","2021-01-20 19:52:00","2021-01-20 19:52:00","49.939"
"2021-01-20 18:55:00","2021-01-20 18:55:00","2021-01-20 19:55:00","2021-01-20 19:55:00","49.983"
"2021-01-20 18:58:00","2021-01-20 18:58:00","2021-01-20 19:58:00","2021-01-20 19:58:00","49.969"
"2021-01-20 19:01:00","2021-01-20 19:01:00","2021-01-20 20:01:00","2021-01-20 20:01:00","49.941"
"2021-01-20 19:04:00","2021-01-20 19:04:00","2021-01-20 20:04:00","2021-01-20 20:04:00","49.922"
"2021-01-20 19:07:00","2021-01-20 19:07:00","2021-01-20 20:07:00","2021-01-20 20:07:00","49.986"
"2021-01-20 19:10:00","2021-01-20 19:10:00","2021-01-20 20:10:00","2021-01-20 20:10:00","50.001"
"2021-01-20 19:13:00","2021-01-20 19:13:00","2021-01-20 20:13:00","2021-01-20 20:13:00","49.984"
"2021-01-20 19:16:00","2021-01-20 19:16:00","2021-01-20 20:16:00","2021-01-20 20:16:00","49.932"
"2021-01-20 19:19:00","2021-01-20 19:19:00","2021-01-20 20:19:00","2021-01-20 20:19:00","49.976"
"2021-01-20 19:22:00","2021-01-20 19:22:00","2021-01-20 20:22:00","2021-01-20 20:22:00","49.996"
"2021-01-20 19:25:00","2021-01-20 19:25:00","2021-01-20 20:25:00","2021-01-20 20:25:00","50.005"
"2021-01-20 19:28:00","2021-01-20 19:28:00","2021-01-20 20:28:00","2021-01-20 20:28:00","50.015"
"2021-01-20 19:31:00","2021-01-20 19:31:00","2021-01-20 20:31:00","2021-01-20 20:31:00","49.979"
"2021-01-20 19:34:00","2021-01-20 19:34:00","2021-01-20 20:34:00","2021-01-20 20:34:00","49.987"
"2021-01-20 19:37:00","2021-01-20 19:37:00","2021-01-20 20:37:00","2021-01-20 20:37:00","49.998"
"2021-01-20 19:40:00","2021-01-20 19:40:00","2021-01-20 20:40:00","2021-01-20 20:40:00","49.997"
"2021-01-20 19:43:00","2021-01-20 19:43:00","2021-01-20 20:43:00","2021-01-20 20:43:00","50.013"
"2021-01-20 19:46:00","2021-01-20 19:46:00","2021-01-20 20:46:00","2021-01-20 20:46:00","49.981"
"2021-01-20 19:49:00","2021-01-20 19:49:00","2021-01-20 20:49:00","2021-01-20 20:49:00","49.972"
"2021-01-20 19:52:00","2021-01-20 19:52:00","2021-01-20 20:52:00","2021-01-20 20:52:00","50.015"
"2021-01-20 19:55:00","2021-01-20 19:55:00","2021-01-20 20:55:00","2021-01-20 20:55:00","50.045"
"2021-01-20 19:58:00","2021-01-20 19:58:00","2021-01-20 20:58:00","2021-01-20 20:58:00","50.064"
"2021-01-20 20:01:00","2021-01-20 20:01:00","2021-01-20 21:01:00","2021-01-20 21:01:00","50.001"
"2021-01-20 20:04:00","2021-01-20 20:04:00","2021-01-20 21:04:00","2021-01-20 21:04:00","49.994"
"2021-01-20 20:07:00","2021-01-20 20:07:00","2021-01-20 21:07:00","2021-01-20 21:07:00","49.98"
"2021-01-20 20:10:00","2021-01-20 20:10:00","2021-01-20 21:10:00","2021-01-20 21:10:00","50.012"
"2021-01-20 20:13:00","2021-01-20 20:13:00","2021-01-20 21:13:00","2021-01-20 21:13:00","50.013"
"2021-01-20 20:16:00","2021-01-20 20:16:00","2021-01-20 21:16:00","2021-01-20 21:16:00","49.962"
"2021-01-20 20:19:00","2021-01-20 20:19:00","2021-01-20 21:19:00","2021-01-20 21:19:00","49.966"
"2021-01-20 20:22:00","2021-01-20 20:22:00","2021-01-20 21:22:00","2021-01-20 21:22:00","49.962"
"2021-01-20 20:25:00","2021-01-20 20:25:00","2021-01-20 21:25:00","2021-01-20 21:25:00","49.987"
"2021-01-20 20:28:00","2021-01-20 20:28:00","2021-01-20 21:28:00","2021-01-20 21:28:00","50.005"
"2021-01-20 20:31:00","2021-01-20 20:31:00","2021-01-20 21:31:00","2021-01-20 21:31:00","50.013"
"2021-01-20 20:34:00","2021-01-20 20:34:00","2021-01-20 21:34:00","2021-01-20 21:34:00","49.947"
"2021-01-20 20:37:00","2021-01-20 20:37:00","2021-01-20 21:37:00","2021-01-20 21:37:00","49.964"
"2021-01-20 20:40:00","2021-01-20 20:40:00","2021-01-20 21:40:00","2021-01-20 21:40:00","49.989"
"2021-01-20 20:43:00","2021-01-20 20:43:00","2021-01-20 21:43:00","2021-01-20 21:43:00","49.965"
"2021-01-20 20:46:00","2021-01-20 20:46:00","2021-01-20 21:46:00","2021-01-20 21:46:00","49.958"
"2021-01-20 20:49:00","2021-01-20 20:49:00","2021-01-20 21:49:00","2021-01-20 21:49:00","49.989"
"2021-01-20 20:52:00","2021-01-20 20:52:00","2021-01-20 21:52:00","2021-01-20 21:52:00","49.992"
"2021-01-20 20:55:00","2021-01-20 20:55:00","2021-01-20 21:55:00","2021-01-20 21:55:00","50.013"
"2021-01-20 20:58:00","2021-01-20 20:58:00","2021-01-20 21:58:00","2021-01-20 21:58:00","50.023"
"2021-01-20 21:01:00","2021-01-20 21:01:00","2021-01-20 22:01:00","2021-01-20 22:01:00","50.045"
"2021-01-20 21:04:00","2021-01-20 21:04:00","2021-01-20 22:04:00","2021-01-20 22:04:00","50.012"
"2021-01-20 21:07:00","2021-01-20 21:07:00","2021-01-20 22:07:00","2021-01-20 22:07:00","50.006"
"2021-01-20 21:10:00","2021-01-20 21:10:00","2021-01-20 22:10:00","2021-01-20 22:10:00","50.035"
"2021-01-20 21:13:00","2021-01-20 21:13:00","2021-01-20 22:13:00","2021-01-20 22:13:00","50.04"
"2021-01-20 21:16:00","2021-01-20 21:16:00","2021-01-20 22:16:00","2021-01-20 22:16:00","50.029"
"2021-01-20 21:19:00","2021-01-20 21:19:00","2021-01-20 22:19:00","2021-01-20 22:19:00","50.005"
"2021-01-20 21:22:00","2021-01-20 21:22:00","2021-01-20 22:22:00","2021-01-20 22:22:00","50.009"
"2021-01-20 21:25:00","2021-01-20 21:25:00","2021-01-20 22:25:00","2021-01-20 22:25:00","50.041"
"2021-01-20 21:28:00","2021-01-20 21:28:00","2021-01-20 22:28:00","2021-01-20 22:28:00","50.07"
"2021-01-20 21:31:00","2021-01-20 21:31:00","2021-01-20 22:31:00","2021-01-20 22:31:00","49.995"
"2021-01-20 21:34:00","2021-01-20 21:34:00","2021-01-20 22:34:00","2021-01-20 22:34:00","50.033"
"2021-01-20 21:37:00","2021-01-20 21:37:00","2021-01-20 22:37:00","2021-01-20 22:37:00","50.007"
"2021-01-20 21:40:00","2021-01-20 21:40:00","2021-01-20 22:40:00","2021-01-20 22:40:00","50.03"
"2021-01-20 21:43:00","2021-01-20 21:43:00","2021-01-20 22:43:00","2021-01-20 22:43:00","50.037"
"2021-01-20 21:46:00","2021-01-20 21:46:00","2021-01-20 22:46:00","2021-01-20 22:46:00","49.999"
"2021-01-20 21:49:00","2021-01-20 21:49:00","2021-01-20 22:49:00","2021-01-20 22:49:00","50.008"
"2021-01-20 21:52:00","2021-01-20 21:52:00","2021-01-20 22:52:00","2021-01-20 22:52:00","49.982"
"2021-01-20 21:55:00","2021-01-20 21:55:00","2021-01-20 22:55:00","2021-01-20 22:55:00","50.019"
"2021-01-20 21:58:00","2021-01-20 21:58:00","2021-01-20 22:58:00","2021-01-20 22:58:00","50.016"
"2021-01-20 22:01:00","2021-01-20 22:01:00","2021-01-20 23:01:00","2021-01-20 23:01:00","49.962"
"2021-01-20 22:04:00","2021-01-20 22:04:00","2021-01-20 23:04:00","2021-01-20 23:04:00","49.973"
"2021-01-20 22:07:00","2021-01-20 22:07:00","2021-01-20 23:07:00","2021-01-20 23:07:00","49.96"
"2021-01-20 22:10:00","2021-01-20 22:10:00","2021-01-20 23:10:00","2021-01-20 23:10:00","50.003"
"2021-01-20 22:13:00","2021-01-20 22:13:00","2021-01-20 23:13:00","2021-01-20 23:13:00","49.982"
"2021-01-20 22:16:00","2021-01-20 22:16:00","2021-01-20 23:16:00","2021-01-20 23:16:00","49.951"
"2021-01-20 22:19:00","2021-01-20 22:19:00","2021-01-20 23:19:00","2021-01-20 23:19:00","49.982"
"2021-01-20 22:22:00","2021-01-20 22:22:00","2021-01-20 23:22:00","2021-01-20 23:22:00","49.985"
"2021-01-20 22:25:00","2021-01-20 22:25:00","2021-01-20 23:25:00","2021-01-20 23:25:00","49.977"
"2021-01-20 22:28:00","2021-01-20 22:28:00","2021-01-20 23:28:00","2021-01-20 23:28:00","49.972"
"2021-01-20 22:31:00","2021-01-20 22:31:00","2021-01-20 23:31:00","2021-01-20 23:31:00","49.992"
"2021-01-20 22:34:00","2021-01-20 22:34:00","2021-01-20 23:34:00","2021-01-20 23:34:00","49.997"
"2021-01-20 22:37:00","2021-01-20 22:37:00","2021-01-20 23:37:00","2021-01-20 23:37:00","50.013"
"2021-01-20 22:40:00","2021-01-20 22:40:00","2021-01-20 23:40:00","2021-01-20 23:40:00","50.015"
"2021-01-20 22:43:00","2021-01-20 22:43:00","2021-01-20 23:43:00","2021-01-20 23:43:00","50.02"
"2021-01-20 22:46:00","2021-01-20 22:46:00","2021-01-20 23:46:00","2021-01-20 23:46:00","49.982"
"2021-01-20 22:49:00","2021-01-20 22:49:00","2021-01-20 23:49:00","2021-01-20 23:49:00","49.976"
"2021-01-20 22:52:00","2021-01-20 22:52:00","2021-01-20 23:52:00","2021-01-20 23:52:00","49.965"
"2021-01-20 22:55:00","2021-01-20 22:55:00","2021-01-20 23:55:00","2021-01-20 23:55:00","50.007"
"2021-01-20 22:58:00","2021-01-20 22:58:00","2021-01-20 23:58:00","2021-01-20 23:58:00","49.992"
"2021-01-20 23:01:00","2021-01-20 23:01:00","2021-01-21 00:01:00","2021-01-21 00:01:00","49.951"
"2021-01-20 23:04:00","2021-01-20 23:04:00","2021-01-21 00:04:00","2021-01-21 00:04:00","49.942"
"2021-01-20 23:07:00","2021-01-20 23:07:00","2021-01-21 00:07:00","2021-01-21 00:07:00","49.962"
"2021-01-20 23:10:00","2021-01-20 23:10:00","2021-01-21 00:10:00","2021-01-21 00:10:00","49.956"
"2021-01-20 23:13:00","2021-01-20 23:13:00","2021-01-21 00:13:00","2021-01-21 00:13:00","49.971"
"2021-01-20 23:16:00","2021-01-20 23:16:00","2021-01-21 00:16:00","2021-01-21 00:16:00","49.947"
"2021-01-20 23:19:00","2021-01-20 23:19:00","2021-01-21 00:19:00","2021-01-21 00:19:00","49.921"
"2021-01-20 23:22:00","2021-01-20 23:22:00","2021-01-21 00:22:00","2021-01-21 00:22:00","49.989"
"2021-01-20 23:25:00","2021-01-20 23:25:00","2021-01-21 00:25:00","2021-01-21 00:25:00","49.974"
"2021-01-20 23:28:00","2021-01-20 23:28:00","2021-01-21 00:28:00","2021-01-21 00:28:00","49.993"
"2021-01-20 23:31:00","2021-01-20 23:31:00","2021-01-21 00:31:00","2021-01-21 00:31:00","49.981"
"2021-01-20 23:34:00","2021-01-20 23:34:00","2021-01-21 00:34:00","2021-01-21 00:34:00","49.993"
"2021-01-20 23:37:00","2021-01-20 23:37:00","2021-01-21 00:37:00","2021-01-21 00:37:00","49.954"
"2021-01-20 23:40:00","2021-01-20 23:40:00","2021-01-21 00:40:00","2021-01-21 00:40:00","49.981"
"2021-01-20 23:43:00","2021-01-20 23:43:00","2021-01-21 00:43:00","2021-01-21 00:43:00","49.959"
"2021-01-20 23:46:00","2021-01-20 23:46:00","2021-01-21 00:46:00","2021-01-21 00:46:00","49.894"
"2021-01-20 23:49:00","2021-01-20 23:49:00","2021-01-21 00:49:00","2021-01-21 00:49:00","49.948"
"2021-01-20 23:52:00","2021-01-20 23:52:00","2021-01-21 00:52:00","2021-01-21 00:52:00","49.929"
"2021-01-20 23:55:00","2021-01-20 23:55:00","2021-01-21 00:55:00","2021-01-21 00:55:00","49.991"
"2021-01-20 23:58:00","2021-01-20 23:58:00","2021-01-21 00:58:00","2021-01-21 00:58:00","49.965"
"2021-01-21 00:01:00","2021-01-21 00:01:00","2021-01-21 01:01:00","2021-01-21 01:01:00","49.91"
"2021-01-21 00:04:00","2021-01-21 00:04:00","2021-01-21 01:04:00","2021-01-21 01:04:00","49.908"
"2021-01-21 00:07:00","2021-01-21 00:07:00","2021-01-21 01:07:00","2021-01-21 01:07:00","49.96"
"2021-01-21 00:10:00","2021-01-21 00:10:00","2021-01-21 01:10:00","2021-01-21 01:10:00","49.961"
"2021-01-21 00:13:00","2021-01-21 00:13:00","2021-01-21 01:13:00","2021-01-21 01:13:00","49.964"
"2021-01-21 00:16:00","2021-01-21 00:16:00","2021-01-21 01:16:00","2021-01-21 01:16:00","49.918"
"2021-01-21 00:19:00","2021-01-21 00:19:00","2021-01-21 01:19:00","2021-01-21 01:19:00","49.918"
"2021-01-21 00:22:00","2021-01-21 00:22:00","2021-01-21 01:22:00","2021-01-21 01:22:00","49.905"
"2021-01-21 00:25:00","2021-01-21 00:25:00","2021-01-21 01:25:00","2021-01-21 01:25:00","49.906"
"2021-01-21 00:28:00","2021-01-21 00:28:00","2021-01-21 01:28:00","2021-01-21 01:28:00","49.922"
"2021-01-21 00:31:00","2021-01-21 00:31:00","2021-01-21 01:31:00","2021-01-21 01:31:00","49.899"
"2021-01-21 00:34:00","2021-01-21 00:34:00","2021-01-21 01:34:00","2021-01-21 01:34:00","49.9"
"2021-01-21 00:37:00","2021-01-21 00:37:00","2021-01-21 01:37:00","2021-01-21 01:37:00","49.923"
"2021-01-21 00:40:00","2021-01-21 00:40:00","2021-01-21 01:40:00","2021-01-21 01:40:00","49.949"
"2021-01-21 00:43:00","2021-01-21 00:43:00","2021-01-21 01:43:00","2021-01-21 01:43:00","49.954"
"2021-01-21 00:46:00","2021-01-21 00:46:00","2021-01-21 01:46:00","2021-01-21 01:46:00","49.957"
"2021-01-21 00:49:00","2021-01-21 00:49:00","2021-01-21 01:49:00","2021-01-21 01:49:00","49.988"
"2021-01-21 00:52:00","2021-01-21 00:52:00","2021-01-21 01:52:00","2021-01-21 01:52:00","49.991"
"2021-01-21 00:55:00","2021-01-21 00:55:00","2021-01-21 01:55:00","2021-01-21 01:55:00","50.01"
"2021-01-21 00:58:00","2021-01-21 00:58:00","2021-01-21 01:58:00","2021-01-21 01:58:00","50.025"
"2021-01-21 01:01:00","2021-01-21 01:01:00","2021-01-21 02:01:00","2021-01-21 02:01:00","50.001"
"2021-01-21 01:04:00","2021-01-21 01:04:00","2021-01-21 02:04:00","2021-01-21 02:04:00","49.953"
"2021-01-21 01:07:00","2021-01-21 01:07:00","2021-01-21 02:07:00","2021-01-21 02:07:00","49.982"
"2021-01-21 01:10:00","2021-01-21 01:10:00","2021-01-21 02:10:00","2021-01-21 02:10:00","49.984"
"2021-01-21 01:13:00","2021-01-21 01:13:00","2021-01-21 02:13:00","2021-01-21 02:13:00","49.976"
"2021-01-21 01:16:00","2021-01-21 01:16:00","2021-01-21 02:16:00","2021-01-21 02:16:00","49.99"
"2021-01-21 01:19:00","2021-01-21 01:19:00","2021-01-21 02:19:00","2021-01-21 02:19:00","49.959"
"2021-01-21 01:22:00","2021-01-21 01:22:00","2021-01-21 02:22:00","2021-01-21 02:22:00","49.969"
"2021-01-21 01:25:00","2021-01-21 01:25:00","2021-01-21 02:25:00","2021-01-21 02:25:00","49.975"
"2021-01-21 01:28:00","2021-01-21 01:28:00","2021-01-21 02:28:00","2021-01-21 02:28:00","49.996"
"2021-01-21 01:31:00","2021-01-21 01:31:00","2021-01-21 02:31:00","2021-01-21 02:31:00","49.968"
"2021-01-21 01:34:00","2021-01-21 01:34:00","2021-01-21 02:34:00","2021-01-21 02:34:00","49.976"
"2021-01-21 01:37:00","2021-01-21 01:37:00","2021-01-21 02:37:00","2021-01-21 02:37:00","49.983"
"2021-01-21 01:40:00","2021-01-21 01:40:00","2021-01-21 02:40:00","2021-01-21 02:40:00","50.001"
"2021-01-21 01:43:00","2021-01-21 01:43:00","2021-01-21 02:43:00","2021-01-21 02:43:00","50.001"
"2021-01-21 01:46:00","2021-01-21 01:46:00","2021-01-21 02:46:00","2021-01-21 02:46:00","50.003"
"2021-01-21 01:49:00","2021-01-21 01:49:00","2021-01-21 02:49:00","2021-01-21 02:49:00","50.054"
"2021-01-21 01:52:00","2021-01-21 01:52:00","2021-01-21 02:52:00","2021-01-21 02:52:00","50.017"
"2021-01-21 01:55:00","2021-01-21 01:55:00","2021-01-21 02:55:00","2021-01-21 02:55:00","50.049"
"2021-01-21 01:58:00","2021-01-21 01:58:00","2021-01-21 02:58:00","2021-01-21 02:58:00","50.04"
"2021-01-21 02:01:00","2021-01-21 02:01:00","2021-01-21 03:01:00","2021-01-21 03:01:00","50.057"
"2021-01-21 02:04:00","2021-01-21 02:04:00","2021-01-21 03:04:00","2021-01-21 03:04:00","50.027"
"2021-01-21 02:07:00","2021-01-21 02:07:00","2021-01-21 03:07:00","2021-01-21 03:07:00","50.061"
"2021-01-21 02:10:00","2021-01-21 02:10:00","2021-01-21 03:10:00","2021-01-21 03:10:00","50.058"
"2021-01-21 02:13:00","2021-01-21 02:13:00","2021-01-21 03:13:00","2021-01-21 03:13:00","50.055"
"2021-01-21 02:16:00","2021-01-21 02:16:00","2021-01-21 03:16:00","2021-01-21 03:16:00","50.049"
"2021-01-21 02:19:00","2021-01-21 02:19:00","2021-01-21 03:19:00","2021-01-21 03:19:00","50.031"
"2021-01-21 02:22:00","2021-01-21 02:22:00","2021-01-21 03:22:00","2021-01-21 03:22:00","50.02"
"2021-01-21 02:25:00","2021-01-21 02:25:00","2021-01-21 03:25:00","2021-01-21 03:25:00","50.016"
"2021-01-21 02:28:00","2021-01-21 02:28:00","2021-01-21 03:28:00","2021-01-21 03:28:00","50.012"
"2021-01-21 02:31:00","2021-01-21 02:31:00","2021-01-21 03:31:00","2021-01-21 03:31:00","49.99"
"2021-01-21 02:34:00","2021-01-21 02:34:00","2021-01-21 03:34:00","2021-01-21 03:34:00","49.998"
"2021-01-21 02:37:00","2021-01-21 02:37:00","2021-01-21 03:37:00","2021-01-21 03:37:00","49.983"
"2021-01-21 02:40:00","2021-01-21 02:40:00","2021-01-21 03:40:00","2021-01-21 03:40:00","50.0"
"2021-01-21 02:43:00","2021-01-21 02:43:00","2021-01-21 03:43:00","2021-01-21 03:43:00","49.989"
"2021-01-21 02:46:00","2021-01-21 02:46:00","2021-01-21 03:46:00","2021-01-21 03:46:00","50.002"
"2021-01-21 02:49:00","2021-01-21 02:49:00","2021-01-21 03:49:00","2021-01-21 03:49:00","49.962"
"2021-01-21 02:52:00","2021-01-21 02:52:00","2021-01-21 03:52:00","2021-01-21 03:52:00","49.99"
"2021-01-21 02:55:00","2021-01-21 02:55:00","2021-01-21 03:55:00","2021-01-21 03:55:00","50.004"
"2021-01-21 02:58:00","2021-01-21 02:58:00","2021-01-21 03:58:00","2021-01-21 03:58:00","49.988"
"2021-01-21 03:01:00","2021-01-21 03:01:00","2021-01-21 04:01:00","2021-01-21 04:01:00","49.992"
"2021-01-21 03:04:00","2021-01-21 03:04:00","2021-01-21 04:04:00","2021-01-21 04:04:00","50.013"
"2021-01-21 03:07:00","2021-01-21 03:07:00","2021-01-21 04:07:00","2021-01-21 04:07:00","49.987"
"2021-01-21 03:10:00","2021-01-21 03:10:00","2021-01-21 04:10:00","2021-01-21 04:10:00","49.969"
"2021-01-21 03:13:00","2021-01-21 03:13:00","2021-01-21 04:13:00","2021-01-21 04:13:00","49.953"
"2021-01-21 03:16:00","2021-01-21 03:16:00","2021-01-21 04:16:00","2021-01-21 04:16:00","49.956"
"2021-01-21 03:19:00","2021-01-21 03:19:00","2021-01-21 04:19:00","2021-01-21 04:19:00","49.926"
"2021-01-21 03:22:00","2021-01-21 03:22:00","2021-01-21 04:22:00","2021-01-21 04:22:00","49.939"
"2021-01-21 03:25:00","2021-01-21 03:25:00","2021-01-21 04:25:00","2021-01-21 04:25:00","49.935"
"2021-01-21 03:28:00","2021-01-21 03:28:00","2021-01-21 04:28:00","2021-01-21 04:28:00","49.931"
"2021-01-21 03:31:00","2021-01-21 03:31:00","2021-01-21 04:31:00","2021-01-21 04:31:00","49.966"
"2021-01-21 03:34:00","2021-01-21 03:34:00","2021-01-21 04:34:00","2021-01-21 04:34:00","49.959"
"2021-01-21 03:37:00","2021-01-21 03:37:00","2021-01-21 04:37:00","2021-01-21 04:37:00","49.945"
"2021-01-21 03:40:00","2021-01-21 03:40:00","2021-01-21 04:40:00","2021-01-21 04:40:00","49.919"
"2021-01-21 03:43:00","2021-01-21 03:43:00","2021-01-21 04:43:00","2021-01-21 04:43:00","49.924"
"2021-01-21 03:46:00","2021-01-21 03:46:00","2021-01-21 04:46:00","2021-01-21 04:46:00","49.965"
"2021-01-21 03:49:00","2021-01-21 03:49:00","2021-01-21 04:49:00","2021-01-21 04:49:00","49.995"
"2021-01-21 03:52:00","2021-01-21 03:52:00","2021-01-21 04:52:00","2021-01-21 04:52:00","50.026"
"2021-01-21 03:55:00","2021-01-21 03:55:00","2021-01-21 04:55:00","2021-01-21 04:55:00","50.057"
"2021-01-21 03:58:00","2021-01-21 03:58:00","2021-01-21 04:58:00","2021-01-21 04:58:00","50.005"
"2021-01-21 04:01:00","2021-01-21 04:01:00","2021-01-21 05:01:00","2021-01-21 05:01:00","50.069"
"2021-01-21 04:04:00","2021-01-21 04:04:00","2021-01-21 05:04:00","2021-01-21 05:04:00","50.023"
"2021-01-21 04:07:00","2021-01-21 04:07:00","2021-01-21 05:07:00","2021-01-21 05:07:00","50.003"
"2021-01-21 04:10:00","2021-01-21 04:10:00","2021-01-21 05:10:00","2021-01-21 05:10:00","50.008"
"2021-01-21 04:13:00","2021-01-21 04:13:00","2021-01-21 05:13:00","2021-01-21 05:13:00","49.971"
"2021-01-21 04:16:00","2021-01-21 04:16:00","2021-01-21 05:16:00","2021-01-21 05:16:00","49.969"
"2021-01-21 04:19:00","2021-01-21 04:19:00","2021-01-21 05:19:00","2021-01-21 05:19:00","49.983"
"2021-01-21 04:22:00","2021-01-21 04:22:00","2021-01-21 05:22:00","2021-01-21 05:22:00","49.967"
"2021-01-21 04:25:00","2021-01-21 04:25:00","2021-01-21 05:25:00","2021-01-21 05:25:00","49.953"
"2021-01-21 04:28:00","2021-01-21 04:28:00","2021-01-21 05:28:00","2021-01-21 05:28:00","49.949"
"2021-01-21 04:31:00","2021-01-21 04:31:00","2021-01-21 05:31:00","2021-01-21 05:31:00","50.023"
"2021-01-21 04:34:00","2021-01-21 04:34:00","2021-01-21 05:34:00","2021-01-21 05:34:00","50.03"
"2021-01-21 04:37:00","2021-01-21 04:37:00","2021-01-21 05:37:00","2021-01-21 05:37:00","50.01"
"2021-01-21 04:40:00","2021-01-21 04:40:00","2021-01-21 05:40:00","2021-01-21 05:40:00","49.998"
"2021-01-21 04:43:00","2021-01-21 04:43:00","2021-01-21 05:43:00","2021-01-21 05:43:00","50.002"
"2021-01-21 04:46:00","2021-01-21 04:46:00","2021-01-21 05:46:00","2021-01-21 05:46:00","50.018"
"2021-01-21 04:49:00","2021-01-21 04:49:00","2021-01-21 05:49:00","2021-01-21 05:49:00","50.042"
"2021-01-21 04:52:00","2021-01-21 04:52:00","2021-01-21 05:52:00","2021-01-21 05:52:00","49.994"
"2021-01-21 04:55:00","2021-01-21 04:55:00","2021-01-21 05:55:00","2021-01-21 05:55:00","49.964"
"2021-01-21 04:58:00","2021-01-21 04:58:00","2021-01-21 05:58:00","2021-01-21 05:58:00","49.985"
"2021-01-21 05:01:00","2021-01-21 05:01:00","2021-01-21 06:01:00","2021-01-21 06:01:00","50.052"
"2021-01-21 05:04:00","2021-01-21 05:04:00","2021-01-21 06:04:00","2021-01-21 06:04:00","49.968"
"2021-01-21 05:07:00","2021-01-21 05:07:00","2021-01-21 06:07:00","2021-01-21 06:07:00","49.954"
"2021-01-21 05:10:00","2021-01-21 05:10:00","2021-01-21 06:10:00","2021-01-21 06:10:00","49.912"
"2021-01-21 05:13:00","2021-01-21 05:13:00","2021-01-21 06:13:00","2021-01-21 06:13:00","50.0"
"2021-01-21 05:16:00","2021-01-21 05:16:00","2021-01-21 06:16:00","2021-01-21 06:16:00","50.007"
"2021-01-21 05:19:00","2021-01-21 05:19:00","2021-01-21 06:19:00","2021-01-21 06:19:00","50.021"
"2021-01-21 05:22:00","2021-01-21 05:22:00","2021-01-21 06:22:00","2021-01-21 06:22:00","50.044"
"2021-01-21 05:25:00","2021-01-21 05:25:00","2021-01-21 06:25:00","2021-01-21 06:25:00","50.005"
"2021-01-21 05:28:00","2021-01-21 05:28:00","2021-01-21 06:28:00","2021-01-21 06:28:00","50.0"
"2021-01-21 05:31:00","2021-01-21 05:31:00","2021-01-21 06:31:00","2021-01-21 06:31:00","50.039"
"2021-01-21 05:34:00","2021-01-21 05:34:00","2021-01-21 06:34:00","2021-01-21 06:34:00","50.037"
"2021-01-21 05:37:00","2021-01-21 05:37:00","2021-01-21 06:37:00","2021-01-21 06:37:00","50.051"
"2021-01-21 05:40:00","2021-01-21 05:40:00","2021-01-21 06:40:00","2021-01-21 06:40:00","50.053"
"2021-01-21 05:43:00","2021-01-21 05:43:00","2021-01-21 06:43:00","2021-01-21 06:43:00","50.035"
"2021-01-21 05:46:00","2021-01-21 05:46:00","2021-01-21 06:46:00","2021-01-21 06:46:00","50.023"
"2021-01-21 05:49:00","2021-01-21 05:49:00","2021-01-21 06:49:00","2021-01-21 06:49:00","49.995"
"2021-01-21 05:52:00","2021-01-21 05:52:00","2021-01-21 06:52:00","2021-01-21 06:52:00","49.94"
"2021-01-21 05:55:00","2021-01-21 05:55:00","2021-01-21 06:55:00","2021-01-21 06:55:00","49.913"
"2021-01-21 05:58:00","2021-01-21 05:58:00","2021-01-21 06:58:00","2021-01-21 06:58:00","49.953"
"2021-01-21 06:01:00","2021-01-21 06:01:00","2021-01-21 07:01:00","2021-01-21 07:01:00","50.015"
"2021-01-21 06:04:00","2021-01-21 06:04:00","2021-01-21 07:04:00","2021-01-21 07:04:00","49.967"
"2021-01-21 06:07:00","2021-01-21 06:07:00","2021-01-21 07:07:00","2021-01-21 07:07:00","49.901"
"2021-01-21 06:10:00","2021-01-21 06:10:00","2021-01-21 07:10:00","2021-01-21 07:10:00","49.899"
"2021-01-21 06:13:00","2021-01-21 06:13:00","2021-01-21 07:13:00","2021-01-21 07:13:00","49.972"
"2021-01-21 06:16:00","2021-01-21 06:16:00","2021-01-21 07:16:00","2021-01-21 07:16:00","50.024"
"2021-01-21 06:19:00","2021-01-21 06:19:00","2021-01-21 07:19:00","2021-01-21 07:19:00","50.038"
"2021-01-21 06:22:00","2021-01-21 06:22:00","2021-01-21 07:22:00","2021-01-21 07:22:00","49.99"
"2021-01-21 06:25:00","2021-01-21 06:25:00","2021-01-21 07:25:00","2021-01-21 07:25:00","49.972"
"2021-01-21 06:28:00","2021-01-21 06:28:00","2021-01-21 07:28:00","2021-01-21 07:28:00","49.961"
