"Start time UTC","End time UTC","Start time UTC+01:00","End time UTC+01:00","Frequency - real time data"
"2021-02-16 15:22:00","2021-02-16 15:22:00","2021-02-16 16:22:00","2021-02-16 16:22:00","50.045"
"2021-02-16 15:25:00","2021-02-16 15:25:00","2021-02-16 16:25:00","2021-02-16 16:25:00","50.018"
"2021-02-16 15:28:00","2021-02-16 15:28:00","2021-02-16 16:28:00","2021-02-16 16:28:00","49.961"
"2021-02-16 15:31:00","2021-02-16 15:31:00","2021-02-16 16:31:00","2021-02-16 16:31:00","49.97"
"2021-02-16 15:34:00","2021-02-16 15:34:00","2021-02-16 16:34:00","2021-02-16 16:34:00","49.964"
"2021-02-16 15:37:00","2021-02-16 15:37:00","2021-02-16 16:37:00","2021-02-16 16:37:00","49.981"
"2021-02-16 15:40:00","2021-02-16 15:40:00","2021-02-16 16:40:00","2021-02-16 16:40:00","50.005"
"2021-02-16 15:43:00","2021-02-16 15:43:00","2021-02-16 16:43:00","2021-02-16 16:43:00","49.973"
"2021-02-16 15:46:00","2021-02-16 15:46:00","2021-02-16 16:46:00","2021-02-16 16:46:00","49.966"
"2021-02-16 15:49:00","2021-02-16 15:49:00","2021-02-16 16:49:00","2021-02-16 16:49:00","50.04"
"2021-02-16 15:52:00","2021-02-16 15:52:00","2021-02-16 16:52:00","2021-02-16 16:52:00","49.979"
"2021-02-16 15:55:00","2021-02-16 15:55:00","2021-02-16 16:55:00","2021-02-16 16:55:00","50.004"
"2021-02-16 15:58:00","2021-02-16 15:58:00","2021-02-16 16:58:00","2021-02-16 16:58:00","50.007"
"2021-02-16 16:01:00","2021-02-16 16:01:00","2021-02-16 17:01:00","2021-02-16 17:01:00","50.037"
"2021-02-16 16:04:00","2021-02-16 16:04:00","2021-02-16 17:04:00","2021-02-16 17:04:00","50.063"
"2021-02-16 16:07:00","2021-02-16 16:07:00","2021-02-16 17:07:00","2021-02-16 17:07:00","50.051"
"2021-02-16 16:10:00","2021-02-16 16:10:00","2021-02-16 17:10:00","2021-02-16 17:10:00","50.044"
"2021-02-16 16:13:00","2021-02-16 16:13:00","2021-02-16 17:13:00","2021-02-16 17:13:00","49.997"
"2021-02-16 16:16:00","2021-02-16 16:16:00","2021-02-16 17:16:00","2021-02-16 17:16:00","49.991"
"2021-02-16 16:19:00","2021-02-16 16:19:00","2021-02-16 17:19:00","2021-02-16 17:19:00","49.988"
"2021-02-16 16:22:00","2021-02-16 16:22:00","2021-02-16 17:22:00","2021-02-16 17:22:00","49.957"
"2021-02-16 16:25:00","2021-02-16 16:25:00","2021-02-16 17:25:00","2021-02-16 17:25:00","49.979"
"2021-02-16 16:28:00","2021-02-16 16:28:00","2021-02-16 17:28:00","2021-02-16 17:28:00","49.975"
"2021-02-16 16:31:00","2021-02-16 16:31:00","2021-02-16 17:31:00","2021-02-16 17:31:00","49.975"
"2021-02-16 16:34:00","2021-02-16 16:34:00","2021-02-16 17:34:00","2021-02-16 17:34:00","49.968"
"2021-02-16 16:37:00","2021-02-16 16:37:00","2021-02-16 17:37:00","2021-02-16 17:37:00","49.992"
"2021-02-16 16:40:00","2021-02-16 16:40:00","2021-02-16 17:40:00","2021-02-16 17:40:00","49.952"
"2021-02-16 16:43:00","2021-02-16 16:43:00","2021-02-16 17:43:00","2021-02-16 17:43:00","49.972"
"2021-02-16 16:46:00","2021-02-16 16:46:00","2021-02-16 17:46:00","2021-02-16 17:46:00","49.951"
"2021-02-16 16:49:00","2021-02-16 16:49:00","2021-02-16 17:49:00","2021-02-16 17:49:00","49.976"
"2021-02-16 16:52:00","2021-02-16 16:52:00","2021-02-16 17:52:00","2021-02-16 17:52:00","49.985"
"2021-02-16 16:55:00","2021-02-16 16:55:00","2021-02-16 17:55:00","2021-02-16 17:55:00","49.976"
"2021-02-16 16:58:00","2021-02-16 16:58:00","2021-02-16 17:58:00","2021-02-16 17:58:00","49.981"
"2021-02-16 17:01:00","2021-02-16 17:01:00","2021-02-16 18:01:00","2021-02-16 18:01:00","49.99"
"2021-02-16 17:04:00","2021-02-16 17:04:00","2021-02-16 18:04:00","2021-02-16 18:04:00","49.969"
"2021-02-16 17:07:00","2021-02-16 17:07:00","2021-02-16 18:07:00","2021-02-16 18:07:00","49.956"
"2021-02-16 17:10:00","2021-02-16 17:10:00","2021-02-16 18:10:00","2021-02-16 18:10:00","49.973"
"2021-02-16 17:13:00","2021-02-16 17:13:00","2021-02-16 18:13:00","2021-02-16 18:13:00","49.98"
"2021-02-16 17:16:00","2021-02-16 17:16:00","2021-02-16 18:16:00","2021-02-16 18:16:00","49.983"
"2021-02-16 17:19:00","2021-02-16 17:19:00","2021-02-16 18:19:00","2021-02-16 18:19:00","49.978"
"2021-02-16 17:22:00","2021-02-16 17:22:00","2021-02-16 18:22:00","2021-02-16 18:22:00","50.017"
"2021-02-16 17:25:00","2021-02-16 17:25:00","2021-02-16 18:25:00","2021-02-16 18:25:00","50.004"
"2021-02-16 17:28:00","2021-02-16 17:28:00","2021-02-16 18:28:00","2021-02-16 18:28:00","49.991"
"2021-02-16 17:31:00","2021-02-16 17:31:00","2021-02-16 18:31:00","2021-02-16 18:31:00","49.984"
"2021-02-16 17:34:00","2021-02-16 17:34:00","2021-02-16 18:34:00","2021-02-16 18:34:00","49.986"
"2021-02-16 17:37:00","2021-02-16 17:37:00","2021-02-16 18:37:00","2021-02-16 18:37:00","49.985"
"2021-02-16 17:40:00","2021-02-16 17:40:00","2021-02-16 18:40:00","2021-02-16 18:40:00","50.015"
"2021-02-16 17:43:00","2021-02-16 17:43:00","2021-02-16 18:43:00","2021-02-16 18:43:00","50.0"
"2021-02-16 17:46:00","2021-02-16 17:46:00","2021-02-16 18:46:00","2021-02-16 18:46:00","50.017"
"2021-02-16 17:49:00","2021-02-16 17:49:00","2021-02-16 18:49:00","2021-02-16 18:49:00","50.02"
"2021-02-16 17:52:00","2021-02-16 17:52:00","2021-02-16 18:52:00","2021-02-16 18:52:00","50.017"
"2021-02-16 17:55:00","2021-02-16 17:55:00","2021-02-16 18:55:00","2021-02-16 18:55:00","50.027"
"2021-02-16 17:58:00","2021-02-16 17:58:00","2021-02-16 18:58:00","2021-02-16 18:58:00","50.005"
"2021-02-16 18:01:00","2021-02-16 18:01:00","2021-02-16 19:01:00","2021-02-16 19:01:00","49.963"
"2021-02-16 18:04:00","2021-02-16 18:04:00","2021-02-16 19:04:00","2021-02-16 19:04:00","49.952"
"2021-02-16 18:07:00","2021-02-16 18:07:00","2021-02-16 19:07:00","2021-02-16 19:07:00","49.925"
"2021-02-16 18:10:00","2021-02-16 18:10:00","2021-02-16 19:10:00","2021-02-16 19:10:00","49.963"
"2021-02-16 18:13:00","2021-02-16 18:13:00","2021-02-16 19:13:00","2021-02-16 19:13:00","49.963"
"2021-02-16 18:16:00","2021-02-16 18:16:00","2021-02-16 19:16:00","2021-02-16 19:16:00","49.941"
"2021-02-16 18:19:00","2021-02-16 18:19:00","2021-02-16 19:19:00","2021-02-16 19:19:00","49.958"
"2021-02-16 18:22:00","2021-02-16 18:22:00","2021-02-16 19:22:00","2021-02-16 19:22:00","49.957"
"2021-02-16 18:25:00","2021-02-16 18:25:00","2021-02-16 19:25:00","2021-02-16 19:25:00","49.967"
"2021-02-16 18:28:00","2021-02-16 18:28:00","2021-02-16 19:28:00","2021-02-16 19:28:00","49.988"
"2021-02-16 18:31:00","2021-02-16 18:31:00","2021-02-16 19:31:00","2021-02-16 19:31:00","49.992"
"2021-02-16 18:34:00","2021-02-16 18:34:00","2021-02-16 19:34:00","2021-02-16 19:34:00","50.024"
"2021-02-16 18:37:00","2021-02-16 18:37:00","2021-02-16 19:37:00","2021-02-16 19:37:00","50.023"
"2021-02-16 18:40:00","2021-02-16 18:40:00","2021-02-16 19:40:00","2021-02-16 19:40:00","50.038"
"2021-02-16 18:43:00","2021-02-16 18:43:00","2021-02-16 19:43:00","2021-02-16 19:43:00","50.027"
"2021-02-16 18:46:00","2021-02-16 18:46:00","2021-02-16 19:46:00","2021-02-16 19:46:00","50.007"
"2021-02-16 18:49:00","2021-02-16 18:49:00","2021-02-16 19:49:00","2021-02-16 19:49:00","50.001"
"2021-02-16 18:52:00","2021-02-16 18:52:00","2021-02-16 19:52:00","2021-02-16 19:52:00","50.024"
"2021-02-16 18:55:00","2021-02-16 18:55:00","2021-02-16 19:55:00","2021-02-16 19:55:00","50.012"
"2021-02-16 18:58:00","2021-02-16 18:58:00","2021-02-16 19:58:00","2021-02-16 19:58:00","50.022"
"2021-02-16 19:01:00","2021-02-16 19:01:00","2021-02-16 20:01:00","2021-02-16 20:01:00","49.976"
"2021-02-16 19:04:00","2021-02-16 19:04:00","2021-02-16 20:04:00","2021-02-16 20:04:00","49.916"
"2021-02-16 19:07:00","2021-02-16 19:07:00","2021-02-16 20:07:00","2021-02-16 20:07:00","49.982"
"2021-02-16 19:10:00","2021-02-16 19:10:00","2021-02-16 20:10:00","2021-02-16 20:10:00","49.973"
"2021-02-16 19:13:00","2021-02-16 19:13:00","2021-02-16 20:13:00","2021-02-16 20:13:00","49.978"
"2021-02-16 19:16:00","2021-02-16 19:16:00","2021-02-16 20:16:00","2021-02-16 20:16:00","50.02"
"2021-02-16 19:19:00","2021-02-16 19:19:00","2021-02-16 20:19:00","2021-02-16 20:19:00","50.0"
"2021-02-16 19:22:00","2021-02-16 19:22:00","2021-02-16 20:22:00","2021-02-16 20:22:00","49.983"
"2021-02-16 19:25:00","2021-02-16 19:25:00","2021-02-16 20:25:00","2021-02-16 20:25:00","49.982"
"2021-02-16 19:28:00","2021-02-16 19:28:00","2021-02-16 20:28:00","2021-02-16 20:28:00","49.998"
"2021-02-16 19:31:00","2021-02-16 19:31:00","2021-02-16 20:31:00","2021-02-16 20:31:00","50.022"
"2021-02-16 19:34:00","2021-02-16 19:34:00","2021-02-16 20:34:00","2021-02-16 20:34:00","50.003"
"2021-02-16 19:37:00","2021-02-16 19:37:00","2021-02-16 20:37:00","2021-02-16 20:37:00","50.027"
"2021-02-16 19:40:00","2021-02-16 19:40:00","2021-02-16 20:40:00","2021-02-16 20:40:00","50.051"
"2021-02-16 19:43:00","2021-02-16 19:43:00","2021-02-16 20:43:00","2021-02-16 20:43:00","50.039"
"2021-02-16 19:46:00","2021-02-16 19:46:00","2021-02-16 20:46:00","2021-02-16 20:46:00","50.051"
"2021-02-16 19:49:00","2021-02-16 19:49:00","2021-02-16 20:49:00","2021-02-16 20:49:00","50.068"
"2021-02-16 19:52:00","2021-02-16 19:52:00","2021-02-16 20:52:00","2021-02-16 20:52:00","50.035"
"2021-02-16 19:55:00","2021-02-16 19:55:00","2021-02-16 20:55:00","2021-02-16 20:55:00","50.059"
"2021-02-16 19:58:00","2021-02-16 19:58:00","2021-02-16 20:58:00","2021-02-16 20:58:00","50.058"
"2021-02-16 20:01:00","2021-02-16 20:01:00","2021-02-16 21:01:00","2021-02-16 21:01:00","49.973"
"2021-02-16 20:04:00","2021-02-16 20:04:00","2021-02-16 21:04:00","2021-02-16 21:04:00","49.98"
"2021-02-16 20:07:00","2021-02-16 20:07:00","2021-02-16 21:07:00","2021-02-16 21:07:00","49.984"
"2021-02-16 20:10:00","2021-02-16 20:10:00","2021-02-16 21:10:00","2021-02-16 21:10:00","49.975"
"2021-02-16 20:13:00","2021-02-16 20:13:00","2021-02-16 21:13:00","2021-02-16 21:13:00","50.0"
"2021-02-16 20:16:00","2021-02-16 20:16:00","2021-02-16 21:16:00","2021-02-16 21:16:00","49.982"
"2021-02-16 20:19:00","2021-02-16 20:19:00","2021-02-16 21:19:00","2021-02-16 21:19:00","49.985"
"2021-02-16 20:22:00","2021-02-16 20:22:00","2021-02-16 21:22:00","2021-02-16 21:22:00","49.97"
"2021-02-16 20:25:00","2021-02-16 20:25:00","2021-02-16 21:25:00","2021-02-16 21:25:00","49.972"
"2021-02-16 20:28:00","2021-02-16 20:28:00","2021-02-16 21:28:00","2021-02-16 21:28:00","49.99"
"2021-02-16 20:31:00","2021-02-16 20:31:00","2021-02-16 21:31:00","2021-02-16 21:31:00","50.019"
"2021-02-16 20:34:00","2021-02-16 20:34:00","2021-02-16 21:34:00","2021-02-16 21:34:00","50.006"
"2021-02-16 20:37:00","2021-02-16 20:37:00","2021-02-16 21:37:00","2021-02-16 21:37:00","50.025"
"2021-02-16 20:40:00","2021-02-16 20:40:00","2021-02-16 21:40:00","2021-02-16 21:40:00","50.039"
"2021-02-16 20:43:00","2021-02-16 20:43:00","2021-02-16 21:43:00","2021-02-16 21:43:00","50.048"
"2021-02-16 20:46:00","2021-02-16 20:46:00","2021-02-16 21:46:00","2021-02-16 21:46:00","50.0"
"2021-02-16 20:49:00","2021-02-16 20:49:00","2021-02-16 21:49:00","2021-02-16 21:49:00","49.994"
"2021-02-16 20:52:00","2021-02-16 20:52:00","2021-02-16 21:52:00","2021-02-16 21:52:00","49.984"
"2021-02-16 20:55:00","2021-02-16 20:55:00","2021-02-16 21:55:00","2021-02-16 21:55:00","49.996"
"2021-02-16 20:58:00","2021-02-16 20:58:00","2021-02-16 21:58:00","2021-02-16 21:58:00","49.994"
"2021-02-16 21:01:00","2021-02-16 21:01:00","2021-02-16 22:01:00","2021-02-16 22:01:00","50.01"
"2021-02-16 21:04:00","2021-02-16 21:04:00","2021-02-16 22:04:00","2021-02-16 22:04:00","49.972"
"2021-02-16 21:07:00","2021-02-16 21:07:00","2021-02-16 22:07:00","2021-02-16 22:07:00","49.952"
"2021-02-16 21:10:00","2021-02-16 21:10:00","2021-02-16 22:10:00","2021-02-16 22:10:00","49.957"
"2021-02-16 21:13:00","2021-02-16 21:13:00","2021-02-16 22:13:00","2021-02-16 22:13:00","49.977"
"2021-02-16 21:16:00","2021-02-16 21:16:00","2021-02-16 22:16:00","2021-02-16 22:16:00","50.001"
"2021-02-16 21:19:00","2021-02-16 21:19:00","2021-02-16 22:19:00","2021-02-16 22:19:00","50.026"
"2021-02-16 21:22:00","2021-02-16 21:22:00","2021-02-16 22:22:00","2021-02-16 22:22:00","50.031"
"2021-02-16 21:25:00","2021-02-16 21:25:00","2021-02-16 22:25:00","2021-02-16 22:25:00","50.025"
"2021-02-16 21:28:00","2021-02-16 21:28:00","2021-02-16 22:28:00","2021-02-16 22:28:00","50.024"
"2021-02-16 21:31:00","2021-02-16 21:31:00","2021-02-16 22:31:00","2021-02-16 22:31:00","50.012"
"2021-02-16 21:34:00","2021-02-16 21:34:00","2021-02-16 22:34:00","2021-02-16 22:34:00","50.018"
"2021-02-16 21:37:00","2021-02-16 21:37:00","2021-02-16 22:37:00","2021-02-16 22:37:00","50.026"
"2021-02-16 21:40:00","2021-02-16 21:40:00","2021-02-16 22:40:00","2021-02-16 22:40:00","50.031"
"2021-02-16 21:43:00","2021-02-16 21:43:00","2021-02-16 22:43:00","2021-02-16 22:43:00","50.057"
"2021-02-16 21:46:00","2021-02-16 21:46:00","2021-02-16 22:46:00","2021-02-16 22:46:00","50.0"
"2021-02-16 21:49:00","2021-02-16 21:49:00","2021-02-16 22:49:00","2021-02-16 22:49:00","50.038"
"2021-02-16 21:52:00","2021-02-16 21:52:00","2021-02-16 22:52:00","2021-02-16 22:52:00","50.014"
"2021-02-16 21:55:00","2021-02-16 21:55:00","2021-02-16 22:55:00","2021-02-16 22:55:00","50.048"
"2021-02-16 21:58:00","2021-02-16 21:58:00","2021-02-16 22:58:00","2021-02-16 22:58:00","50.012"
"2021-02-16 22:01:00","2021-02-16 22:01:00","2021-02-16 23:01:00","2021-02-16 23:01:00","49.964"
"2021-02-16 22:04:00","2021-02-16 22:04:00","2021-02-16 23:04:00","2021-02-16 23:04:00","49.955"
"2021-02-16 22:07:00","2021-02-16 22:07:00","2021-02-16 23:07:00","2021-02-16 23:07:00","49.882"
"2021-02-16 22:10:00","2021-02-16 22:10:00","2021-02-16 23:10:00","2021-02-16 23:10:00","49.957"
"2021-02-16 22:13:00","2021-02-16 22:13:00","2021-02-16 23:13:00","2021-02-16 23:13:00","49.965"
"2021-02-16 22:16:00","2021-02-16 22:16:00","2021-02-16 23:16:00","2021-02-16 23:16:00","49.955"
"2021-02-16 22:19:00","2021-02-16 22:19:00","2021-02-16 23:19:00","2021-02-16 23:19:00","50.019"
"2021-02-16 22:22:00","2021-02-16 22:22:00","2021-02-16 23:22:00","2021-02-16 23:22:00","50.015"
"2021-02-16 22:25:00","2021-02-16 22:25:00","2021-02-16 23:25:00","2021-02-16 23:25:00","50.001"
"2021-02-16 22:28:00","2021-02-16 22:28:00","2021-02-16 23:28:00","2021-02-16 23:28:00","49.977"
"2021-02-16 22:31:00","2021-02-16 22:31:00","2021-02-16 23:31:00","2021-02-16 23:31:00","50.001"
"2021-02-16 22:34:00","2021-02-16 22:34:00","2021-02-16 23:34:00","2021-02-16 23:34:00","50.005"
"2021-02-16 22:37:00","2021-02-16 22:37:00","2021-02-16 23:37:00","2021-02-16 23:37:00","50.014"
"2021-02-16 22:40:00","2021-02-16 22:40:00","2021-02-16 23:40:00","2021-02-16 23:40:00","49.996"
"2021-02-16 22:43:00","2021-02-16 22:43:00","2021-02-16 23:43:00","2021-02-16 23:43:00","49.996"
"2021-02-16 22:46:00","2021-02-16 22:46:00","2021-02-16 23:46:00","2021-02-16 23:46:00","49.961"
"2021-02-16 22:49:00","2021-02-16 22:49:00","2021-02-16 23:49:00","2021-02-16 23:49:00","49.923"
"2021-02-16 22:52:00","2021-02-16 22:52:00","2021-02-16 23:52:00","2021-02-16 23:52:00","49.941"
"2021-02-16 22:55:00","2021-02-16 22:55:00","2021-02-16 23:55:00","2021-02-16 23:55:00","50.004"
"2021-02-16 22:58:00","2021-02-16 22:58:00","2021-02-16 23:58:00","2021-02-16 23:58:00","49.937"
"2021-02-16 23:01:00","2021-02-16 23:01:00","2021-02-17 00:01:00","2021-02-17 00:01:00","49.946"
"2021-02-16 23:04:00","2021-02-16 23:04:00","2021-02-17 00:04:00","2021-02-17 00:04:00","49.92"
"2021-02-16 23:07:00","2021-02-16 23:07:00","2021-02-17 00:07:00","2021-02-17 00:07:00","49.929"
"2021-02-16 23:10:00","2021-02-16 23:10:00","2021-02-17 00:10:00","2021-02-17 00:10:00","49.932"
"2021-02-16 23:13:00","2021-02-16 23:13:00","2021-02-17 00:13:00","2021-02-17 00:13:00","49.93"
"2021-02-16 23:16:00","2021-02-16 23:16:00","2021-02-17 00:16:00","2021-02-17 00:16:00","49.967"
"2021-02-16 23:19:00","2021-02-16 23:19:00","2021-02-17 00:19:00","2021-02-17 00:19:00","49.97"
"2021-02-16 23:22:00","2021-02-16 23:22:00","2021-02-17 00:22:00","2021-02-17 00:22:00","49.946"
"2021-02-16 23:25:00","2021-02-16 23:25:00","2021-02-17 00:25:00","2021-02-17 00:25:00","49.967"
"2021-02-16 23:28:00","2021-02-16 23:28:00","2021-02-17 00:28:00","2021-02-17 00:28:00","49.997"
"2021-02-16 23:31:00","2021-02-16 23:31:00","2021-02-17 00:31:00","2021-02-17 00:31:00","49.944"
"2021-02-16 23:34:00","2021-02-16 23:34:00","2021-02-17 00:34:00","2021-02-17 00:34:00","49.965"
"2021-02-16 23:37:00","2021-02-16 23:37:00","2021-02-17 00:37:00","2021-02-17 00:37:00","49.974"
"2021-02-16 23:40:00","2021-02-16 23:40:00","2021-02-17 00:40:00","2021-02-17 00:40:00","49.989"
"2021-02-16 23:43:00","2021-02-16 23:43:00","2021-02-17 00:43:00","2021-02-17 00:43:00","49.986"
"2021-02-16 23:46:00","2021-02-16 23:46:00","2021-02-17 00:46:00","2021-02-17 00:46:00","49.984"
"2021-02-16 23:49:00","2021-02-16 23:49:00","2021-02-17 00:49:00","2021-02-17 00:49:00","49.985"
"2021-02-16 23:52:00","2021-02-16 23:52:00","2021-02-17 00:52:00","2021-02-17 00:52:00","49.993"
"2021-02-16 23:55:00","2021-02-16 23:55:00","2021-02-17 00:55:00","2021-02-17 00:55:00","50.008"
"2021-02-16 23:58:00","2021-02-16 23:58:00","2021-02-17 00:58:00","2021-02-17 00:58:00","49.975"
"2021-02-17 00:01:00","2021-02-17 00:01:00","2021-02-17 01:01:00","2021-02-17 01:01:00","49.98"
"2021-02-17 00:04:00","2021-02-17 00:04:00","2021-02-17 01:04:00","2021-02-17 01:04:00","49.945"
"2021-02-17 00:07:00","2021-02-17 00:07:00","2021-02-17 01:07:00","2021-02-17 01:07:00","49.95"
"2021-02-17 00:10:00","2021-02-17 00:10:00","2021-02-17 01:10:00","2021-02-17 01:10:00","49.961"
"2021-02-17 00:13:00","2021-02-17 00:13:00","2021-02-17 01:13:00","2021-02-17 01:13:00","49.923"
"2021-02-17 00:16:00","2021-02-17 00:16:00","2021-02-17 01:16:00","2021-02-17 01:16:00","49.928"
"2021-02-17 00:19:00","2021-02-17 00:19:00","2021-02-17 01:19:00","2021-02-17 01:19:00","49.899"
"2021-02-17 00:22:00","2021-02-17 00:22:00","2021-02-17 01:22:00","2021-02-17 01:22:00","49.924"
"2021-02-17 00:25:00","2021-02-17 00:25:00","2021-02-17 01:25:00","2021-02-17 01:25:00","49.92"
"2021-02-17 00:28:00","2021-02-17 00:28:00","2021-02-17 01:28:00","2021-02-17 01:28:00","49.923"
"2021-02-17 00:31:00","2021-02-17 00:31:00","2021-02-17 01:31:00","2021-02-17 01:31:00","49.918"
"2021-02-17 00:34:00","2021-02-17 00:34:00","2021-02-17 01:34:00","2021-02-17 01:34:00","49.932"
"2021-02-17 00:37:00","2021-02-17 00:37:00","2021-02-17 01:37:00","2021-02-17 01:37:00","49.954"
"2021-02-17 00:40:00","2021-02-17 00:40:00","2021-02-17 01:40:00","2021-02-17 01:40:00","49.944"
"2021-02-17 00:43:00","2021-02-17 00:43:00","2021-02-17 01:43:00","2021-02-17 01:43:00","49.965"
"2021-02-17 00:46:00","2021-02-17 00:46:00","2021-02-17 01:46:00","2021-02-17 01:46:00","49.93"
"2021-02-17 00:49:00","2021-02-17 00:49:00","2021-02-17 01:49:00","2021-02-17 01:49:00","49.956"
"2021-02-17 00:52:00","2021-02-17 00:52:00","2021-02-17 01:52:00","2021-02-17 01:52:00","49.942"
"2021-02-17 00:55:00","2021-02-17 00:55:00","2021-02-17 01:55:00","2021-02-17 01:55:00","49.963"
"2021-02-17 00:58:00","2021-02-17 00:58:00","2021-02-17 01:58:00","2021-02-17 01:58:00","49.941"
"2021-02-17 01:01:00","2021-02-17 01:01:00","2021-02-17 02:01:00","2021-02-17 02:01:00","49.949"
"2021-02-17 01:04:00","2021-02-17 01:04:00","2021-02-17 02:04:00","2021-02-17 02:04:00","49.986"
"2021-02-17 01:07:00","2021-02-17 01:07:00","2021-02-17 02:07:00","2021-02-17 02:07:00","49.979"
"2021-02-17 01:10:00","2021-02-17 01:10:00","2021-02-17 02:10:00","2021-02-17 02:10:00","49.995"
"2021-02-17 01:13:00","2021-02-17 01:13:00","2021-02-17 02:13:00","2021-02-17 02:13:00","49.979"
"2021-02-17 01:16:00","2021-02-17 01:16:00","2021-02-17 02:16:00","2021-02-17 02:16:00","50.007"
"2021-02-17 01:19:00","2021-02-17 01:19:00","2021-02-17 02:19:00","2021-02-17 02:19:00","50.007"
"2021-02-17 01:22:00","2021-02-17 01:22:00","2021-02-17 02:22:00","2021-02-17 02:22:00","50.014"
"2021-02-17 01:25:00","2021-02-17 01:25:00","2021-02-17 02:25:00","2021-02-17 02:25:00","49.992"
"2021-02-17 01:28:00","2021-02-17 01:28:00","2021-02-17 02:28:00","2021-02-17 02:28:00","49.971"
"2021-02-17 01:31:00","2021-02-17 01:31:00","2021-02-17 02:31:00","2021-02-17 02:31:00","49.975"
"2021-02-17 01:34:00","2021-02-17 01:34:00","2021-02-17 02:34:00","2021-02-17 02:34:00","49.963"
"2021-02-17 01:37:00","2021-02-17 01:37:00","2021-02-17 02:37:00","2021-02-17 02:37:00","49.968"
"2021-02-17 01:40:00","2021-02-17 01:40:00","2021-02-17 02:40:00","2021-02-17 02:40:00","49.952"
"2021-02-17 01:43:00","2021-02-17 01:43:00","2021-02-17 02:43:00","2021-02-17 02:43:00","49.95"
"2021-02-17 01:46:00","2021-02-17 01:46:00","2021-02-17 02:46:00","2021-02-17 02:46:00","49.955"
"2021-02-17 01:49:00","2021-02-17 01:49:00","2021-02-17 02:49:00","2021-02-17 02:49:00","49.982"
"2021-02-17 01:52:00","2021-02-17 01:52:00","2021-02-17 02:52:00","2021-02-17 02:52:00","49.994"
"2021-02-17 01:55:00","2021-02-17 01:55:00","2021-02-17 02:55:00","2021-02-17 02:55:00","50.056"
"2021-02-17 01:58:00","2021-02-17 01:58:00","2021-02-17 02:58:00","2021-02-17 02:58:00","50.069"
"2021-02-17 02:01:00","2021-02-17 02:01:00","2021-02-17 03:01:00","2021-02-17 03:01:00","50.072"
"2021-02-17 02:04:00","2021-02-17 02:04:00","2021-02-17 03:04:00","2021-02-17 03:04:00","49.996"
"2021-02-17 02:07:00","2021-02-17 02:07:00","2021-02-17 03:07:00","2021-02-17 03:07:00","50.006"
"2021-02-17 02:10:00","2021-02-17 02:10:00","2021-02-17 03:10:00","2021-02-17 03:10:00","50.025"
"2021-02-17 02:13:00","2021-02-17 02:13:00","2021-02-17 03:13:00","2021-02-17 03:13:00","50.005"
"2021-02-17 02:16:00","2021-02-17 02:16:00","2021-02-17 03:16:00","2021-02-17 03:16:00","49.993"
"2021-02-17 02:19:00","2021-02-17 02:19:00","2021-02-17 03:19:00","2021-02-17 03:19:00","49.981"
"2021-02-17 02:22:00","2021-02-17 02:22:00","2021-02-17 03:22:00","2021-02-17 03:22:00","49.974"
"2021-02-17 02:25:00","2021-02-17 02:25:00","2021-02-17 03:25:00","2021-02-17 03:25:00","49.993"
"2021-02-17 02:28:00","2021-02-17 02:28:00","2021-02-17 03:28:00","2021-02-17 03:28:00","50.004"
"2021-02-17 02:31:00","2021-02-17 02:31:00","2021-02-17 03:31:00","2021-02-17 03:31:00","49.982"
"2021-02-17 02:34:00","2021-02-17 02:34:00","2021-02-17 03:34:00","2021-02-17 03:34:00","49.978"
"2021-02-17 02:37:00","2021-02-17 02:37:00","2021-02-17 03:37:00","2021-02-17 03:37:00","49.977"
"2021-02-17 02:40:00","2021-02-17 02:40:00","2021-02-17 03:40:00","2021-02-17 03:40:00","49.952"
"2021-02-17 02:43:00","2021-02-17 02:43:00","2021-02-17 03:43:00","2021-02-17 03:43:00","49.972"
"2021-02-17 02:46:00","2021-02-17 02:46:00","2021-02-17 03:46:00","2021-02-17 03:46:00","49.943"
"2021-02-17 02:49:00","2021-02-17 02:49:00","2021-02-17 03:49:00","2021-02-17 03:49:00","49.926"
"2021-02-17 02:52:00","2021-02-17 02:52:00","2021-02-17 03:52:00","2021-02-17 03:52:00","49.924"
"2021-02-17 02:55:00","2021-02-17 02:55:00","2021-02-17 03:55:00","2021-02-17 03:55:00","49.943"
"2021-02-17 02:58:00","2021-02-17 02:58:00","2021-02-17 03:58:00","2021-02-17 03:58:00","49.971"
"2021-02-17 03:01:00","2021-02-17 03:01:00","2021-02-17 04:01:00","2021-02-17 04:01:00","50.007"
"2021-02-17 03:04:00","2021-02-17 03:04:00","2021-02-17 04:04:00","2021-02-17 04:04:00","50.061"
"2021-02-17 03:07:00","2021-02-17 03:07:00","2021-02-17 04:07:00","2021-02-17 04:07:00","50.071"
"2021-02-17 03:10:00","2021-02-17 03:10:00","2021-02-17 04:10:00","2021-02-17 04:10:00","50.077"
"2021-02-17 03:13:00","2021-02-17 03:13:00","2021-02-17 04:13:00","2021-02-17 04:13:00","50.041"
"2021-02-17 03:16:00","2021-02-17 03:16:00","2021-02-17 04:16:00","2021-02-17 04:16:00","49.998"
"2021-02-17 03:19:00","2021-02-17 03:19:00","2021-02-17 04:19:00","2021-02-17 04:19:00","50.001"
