DateTime;Middeltemperatur;Maksimumtemperatur;Minimumtemperatur
01-08-2021 00:00;14.5;14.6;14.4
01-08-2021 01:00;14.4;14.6;14.3
01-08-2021 02:00;14.3;14.4;14.1
01-08-2021 03:00;14.2;14.4;14
01-08-2021 04:00;14.1;14.3;13.9
01-08-2021 05:00;14;14.2;13.9
01-08-2021 06:00;14.8;15.4;14
01-08-2021 07:00;16;16.9;15.3
01-08-2021 08:00;16.9;17.8;16.2
01-08-2021 09:00;17.1;18.6;16.5
01-08-2021 10:00;17.8;18.5;17.1
01-08-2021 11:00;18.1;19.4;17.3
01-08-2021 12:00;18.8;19.5;18.2
01-08-2021 13:00;18.9;20.3;18.2
01-08-2021 14:00;19.2;20.5;18.4
01-08-2021 15:00;19;19.9;18
01-08-2021 16:00;17.8;18.2;17.4
01-08-2021 17:00;18.1;18.7;17.6
01-08-2021 18:00;17.7;18.3;17.4
01-08-2021 19:00;17.3;17.6;16.8
01-08-2021 20:00;16;16.9;15.4
01-08-2021 21:00;15.3;15.7;15
01-08-2021 22:00;14.5;15.1;13.8
01-08-2021 23:00;13.7;14.1;13.4
02-08-2021 00:00;13.1;13.5;12.8
02-08-2021 01:00;12.7;13.3;12.4
02-08-2021 02:00;13;13.3;12.8
02-08-2021 03:00;13.3;13.5;13
02-08-2021 04:00;13.3;13.6;13.2
02-08-2021 05:00;14.1;14.5;13.6
02-08-2021 06:00;14.7;15.1;14.4
02-08-2021 07:00;14.8;15.2;14.4
02-08-2021 08:00;15.5;16.6;14.4
02-08-2021 09:00;16.5;17.2;15.9
02-08-2021 10:00;16;17;14.9
02-08-2021 11:00;17.8;18.8;17
02-08-2021 12:00;18.2;19;17.5
02-08-2021 13:00;19.1;19.7;18.4
02-08-2021 14:00;19.4;20;18.7
02-08-2021 15:00;19;20.2;18.4
02-08-2021 16:00;19.4;20.2;18.4
02-08-2021 17:00;18.3;19.4;17.7
02-08-2021 18:00;17.5;18.5;16.8
02-08-2021 19:00;16.9;17.4;16
02-08-2021 20:00;14.3;16.1;13.3
02-08-2021 21:00;13.8;14.4;13.2
02-08-2021 22:00;15.1;15.5;14.4
02-08-2021 23:00;15.4;15.5;15.2
03-08-2021 00:00;15.2;15.4;14.8
03-08-2021 01:00;14.8;15;14.5
03-08-2021 02:00;14.3;14.6;13.7
03-08-2021 03:00;13.1;13.8;12.8
03-08-2021 04:00;12.9;13;12.7
03-08-2021 05:00;13.1;13.2;12.9
03-08-2021 06:00;13.8;14.2;13.1
03-08-2021 07:00;14.4;14.8;14
03-08-2021 08:00;15;15.7;14.2
03-08-2021 09:00;14.7;15.4;14.3
03-08-2021 10:00;15;15.5;14.4
03-08-2021 11:00;15.8;16.2;15.5
03-08-2021 12:00;16.1;17.1;15.5
03-08-2021 13:00;17.3;18.2;16.8
03-08-2021 14:00;18.2;19.3;17.5
03-08-2021 15:00;19;19.8;17.6
03-08-2021 16:00;19;19.7;18.2
03-08-2021 17:00;18.8;19.1;18.5
03-08-2021 18:00;18.1;18.6;17.4
03-08-2021 19:00;16.4;17.5;15.2
03-08-2021 20:00;13.4;15.2;11.8
03-08-2021 21:00;11.5;12;11.2
03-08-2021 22:00;11;11.5;10.7
03-08-2021 23:00;10.6;11.3;10
04-08-2021 00:00;10.3;10.6;9.9
04-08-2021 01:00;10.2;10.6;9.9
04-08-2021 02:00;10.3;10.7;10.1
04-08-2021 03:00;10.4;10.6;10.1
04-08-2021 04:00;10.5;11;10.2
04-08-2021 05:00;12;13;11
04-08-2021 06:00;14.2;14.9;13
04-08-2021 07:00;15.4;16.1;14.8
04-08-2021 08:00;16.7;17.5;15.9
04-08-2021 09:00;17.6;18.2;17
04-08-2021 10:00;17.8;18.7;16.9
04-08-2021 11:00;17.9;18.8;17.3
04-08-2021 12:00;18;18.8;17.3
04-08-2021 13:00;18.3;19.5;17.5
04-08-2021 14:00;19;19.7;18.2
04-08-2021 15:00;19.1;19.5;18.7
04-08-2021 16:00;19.1;19.5;18.8
04-08-2021 17:00;18.8;19.3;18.3
04-08-2021 18:00;18.1;18.5;17.7
04-08-2021 19:00;16.4;17.7;14
04-08-2021 20:00;12.5;14.2;11.5
04-08-2021 21:00;10.7;11.5;10.1
04-08-2021 22:00;9.7;10.2;9.1
04-08-2021 23:00;9;9.3;8.7
05-08-2021 00:00;8.6;8.9;8.3
05-08-2021 01:00;8.4;8.7;7.9
05-08-2021 02:00;8.2;8.5;8
05-08-2021 03:00;8.2;8.5;8
05-08-2021 04:00;8;8.4;7.7
05-08-2021 05:00;9;10.4;8
05-08-2021 06:00;12.1;13.9;10.3
05-08-2021 07:00;15.9;17.4;13.9
05-08-2021 08:00;18.2;18.9;17.3
05-08-2021 09:00;19.2;19.7;18.7
05-08-2021 10:00;20;20.4;19.5
05-08-2021 11:00;20.5;21.1;20
05-08-2021 12:00;21.3;22.1;20.8
05-08-2021 13:00;22.3;22.9;21.8
05-08-2021 14:00;22.4;23;21.1
05-08-2021 15:00;21.6;22.4;21
05-08-2021 16:00;21.2;21.9;20.5
05-08-2021 17:00;20.8;21.1;20.3
05-08-2021 18:00;20.2;20.9;19.3
05-08-2021 19:00;18.5;19.3;17.7
05-08-2021 20:00;15.7;17.7;14
05-08-2021 21:00;13.8;14.2;13.6
05-08-2021 22:00;14.2;14.6;13.5
05-08-2021 23:00;14.3;14.6;14
06-08-2021 00:00;13.5;14.1;13.1
06-08-2021 01:00;13.4;13.5;13.1
06-08-2021 02:00;13.4;13.5;13.3
06-08-2021 03:00;13.4;13.6;13.2
06-08-2021 04:00;13.4;13.6;13.2
06-08-2021 05:00;13.6;14.2;13.2
06-08-2021 06:00;14.8;15.6;14.2
06-08-2021 07:00;16;16.9;15.4
06-08-2021 08:00;17.1;17.9;16.5
06-08-2021 09:00;17.9;18.4;17.5
06-08-2021 10:00;19.1;19.8;18.2
06-08-2021 11:00;20.3;21.3;19.6
06-08-2021 12:00;22;22.5;21.3
06-08-2021 13:00;22.4;22.8;22
06-08-2021 14:00;22.2;22.7;20.3
06-08-2021 15:00;20;20.4;19.7
06-08-2021 16:00;20.5;21.3;19.7
06-08-2021 17:00;20.8;21.4;20.2
06-08-2021 18:00;19.7;20.3;19.2
06-08-2021 19:00;18.6;19.2;18.1
06-08-2021 20:00;17.7;18.2;17.2
06-08-2021 21:00;16.8;17.3;16.4
06-08-2021 22:00;16;16.5;15.5
06-08-2021 23:00;15.1;15.5;14.8
07-08-2021 00:00;14.6;14.8;14.2
07-08-2021 01:00;14.2;14.5;14
07-08-2021 02:00;14.3;14.5;14.1
07-08-2021 03:00;14.2;14.5;13.9
07-08-2021 04:00;14.2;14.4;13.9
07-08-2021 05:00;14.4;14.7;14.3
07-08-2021 06:00;14.6;14.8;14.4
07-08-2021 07:00;15.1;15.6;14.7
07-08-2021 08:00;16;16.2;15.5
07-08-2021 09:00;15;15.5;14.8
07-08-2021 10:00;15.4;15.8;15.1
