DateTime;Middeltemperatur;Maksimumtemperatur;Minimumtemperatur
01-07-2021 00:00;16;16.2;15.7
01-07-2021 01:00;15.8;15.9;15.7
01-07-2021 02:00;15.8;15.9;15.7
01-07-2021 03:00;15.7;15.8;15.6
01-07-2021 04:00;15.5;15.7;15.3
01-07-2021 05:00;15.3;15.5;15.2
01-07-2021 06:00;15.2;15.3;15
01-07-2021 07:00;16;16.6;15.2
01-07-2021 08:00;16.6;17;16.1
01-07-2021 09:00;17;17.6;16.6
01-07-2021 10:00;17.5;18.2;16.9
01-07-2021 12:00;19.7;20.2;19.1
01-07-2021 13:00;19.3;19.6;18.9
01-07-2021 14:00;19.1;20;18.2
01-07-2021 15:00;17.2;18.2;15.9
01-07-2021 16:00;15.6;15.9;15.5
01-07-2021 17:00;15.9;16.2;15.6
01-07-2021 18:00;16.2;16.4;16.1
01-07-2021 19:00;16.4;16.7;16.2
01-07-2021 20:00;16.6;16.7;16.5
01-07-2021 21:00;16.5;16.7;16.3
01-07-2021 22:00;16.6;16.8;16.4
01-07-2021 23:00;16.8;17;16.6
02-07-2021 00:00;17.1;17.2;16.9
02-07-2021 01:00;16.9;17.1;16.7
02-07-2021 02:00;16.8;17;16.7
02-07-2021 03:00;16.9;17;16.8
02-07-2021 04:00;16.9;17;16.8
02-07-2021 05:00;17.1;17.3;16.9
02-07-2021 06:00;17.6;18.2;17.2
02-07-2021 07:00;18.1;18.2;17.9
02-07-2021 08:00;18.1;18.4;17.9
02-07-2021 09:00;18.4;18.9;18
02-07-2021 10:00;19;19.3;18.5
02-07-2021 11:00;19;19.6;18.6
02-07-2021 12:00;19.5;20.2;19.1
02-07-2021 13:00;21;21.4;20.2
02-07-2021 14:00;19.8;20.6;19.2
02-07-2021 15:00;20.8;21.5;19.8
02-07-2021 16:00;21;21.4;20.6
02-07-2021 17:00;20.7;21.2;20.4
02-07-2021 18:00;20.4;20.6;20.3
02-07-2021 19:00;19.9;20.4;19.5
02-07-2021 20:00;19.3;19.6;19.1
02-07-2021 21:00;18.7;19.2;18.4
02-07-2021 22:00;18.3;18.6;17.9
02-07-2021 23:00;17.9;18.1;17.7
03-07-2021 00:00;17.4;17.7;17.2
03-07-2021 01:00;17.6;17.8;17.4
03-07-2021 02:00;17.5;17.7;17.3
03-07-2021 03:00;17.7;18;17.4
03-07-2021 04:00;18;18.2;17.9
03-07-2021 05:00;18.1;18.3;18
03-07-2021 06:00;19;19.8;18.2
03-07-2021 07:00;19.6;20;19.3
03-07-2021 08:00;20.5;21.5;19.7
03-07-2021 09:00;21.7;22.3;21.2
03-07-2021 10:00;22.6;23.4;21.8
03-07-2021 11:00;23.1;23.6;22.3
03-07-2021 12:00;23.8;25;22.8
03-07-2021 13:00;24.3;25;23.4
03-07-2021 14:00;24;25;22.9
03-07-2021 15:00;22.7;23.6;22.2
03-07-2021 16:00;21.8;22.3;21.4
03-07-2021 17:00;21.8;22.1;21.6
03-07-2021 18:00;21.1;21.6;20.5
03-07-2021 19:00;20.3;20.6;19.9
03-07-2021 20:00;19.6;20;19.1
03-07-2021 21:00;18.4;19.1;18.1
03-07-2021 22:00;17.6;18.1;17.2
03-07-2021 23:00;17.4;17.6;17.3
04-07-2021 00:00;17.4;17.6;17.1
04-07-2021 01:00;16.8;17.3;16.3
04-07-2021 02:00;17.1;17.4;16.6
04-07-2021 03:00;17.6;17.8;17.4
04-07-2021 04:00;17.9;18.1;17.7
04-07-2021 05:00;18.1;18.4;18
04-07-2021 06:00;18.5;19.1;18.3
04-07-2021 07:00;19.6;20.4;18.8
04-07-2021 08:00;20.5;20.9;20.1
04-07-2021 09:00;20.5;21;19.7
04-07-2021 10:00;20.5;20.8;20
04-07-2021 11:00;20.5;21.9;20.1
04-07-2021 12:00;21.9;22.4;21.6
04-07-2021 13:00;22.8;23.4;22.1
04-07-2021 14:00;23.1;23.8;22.5
04-07-2021 15:00;22.8;23.7;22.3
04-07-2021 16:00;22.8;23.3;22.3
04-07-2021 17:00;21.9;22.5;21.3
04-07-2021 18:00;21.4;21.9;21.1
04-07-2021 19:00;20.9;21.2;20.4
04-07-2021 20:00;19.3;20.4;17.7
04-07-2021 21:00;16.4;17.8;15.5
04-07-2021 22:00;15.2;15.7;14.8
04-07-2021 23:00;14.7;15.2;14.2
05-07-2021 00:00;14.3;14.7;13.8
05-07-2021 01:00;14.6;16;13.4
05-07-2021 02:00;16.5;16.9;16
05-07-2021 03:00;16.8;16.9;16.6
05-07-2021 04:00;16.8;17;16.6
05-07-2021 05:00;17.6;18.3;16.9
05-07-2021 06:00;19;19.9;18.3
05-07-2021 07:00;20.1;20.7;19.4
05-07-2021 08:00;21;21.5;20.6
05-07-2021 09:00;22.1;22.9;21.3
05-07-2021 10:00;23.1;23.6;22.3
05-07-2021 11:00;23.6;24.1;23.2
05-07-2021 12:00;23.9;24.8;23.1
05-07-2021 13:00;23.4;24.5;22.9
05-07-2021 14:00;23.1;23.5;22.2
05-07-2021 15:00;21.1;22.1;20.2
05-07-2021 16:00;20.4;21;20.1
05-07-2021 17:00;19.9;20.9;18
05-07-2021 18:00;17.9;18.1;17.8
05-07-2021 19:00;17.7;17.9;17.6
