HourUTC;HourDK;PriceArea;ConsumerType_DE35;TotalCon
2021-01-02 18:00;2021-01-02 19:00;DK2;123;13274
2021-01-02 19:00;2021-01-02 20:00;DK2;123;12476
2021-01-02 20:00;2021-01-02 21:00;DK2;123;11915
2021-01-02 21:00;2021-01-02 22:00;DK2;123;11274
2021-01-02 22:00;2021-01-02 23:00;DK2;123;10659
2021-01-02 23:00;2021-01-03 00:00;DK2;123;10095
2021-01-03 00:00;2021-01-03 01:00;DK2;123;9772
2021-01-03 01:00;2021-01-03 02:00;DK2;123;9640
2021-01-03 02:00;2021-01-03 03:00;DK2;123;9480
2021-01-03 03:00;2021-01-03 04:00;DK2;123;9444
2021-01-03 04:00;2021-01-03 05:00;DK2;123;9498
2021-01-03 05:00;2021-01-03 06:00;DK2;123;9750
2021-01-03 06:00;2021-01-03 07:00;DK2;123;10120
2021-01-03 07:00;2021-01-03 08:00;DK2;123;10919
2021-01-03 08:00;2021-01-03 09:00;DK2;123;11762
2021-01-03 09:00;2021-01-03 10:00;DK2;123;11836
2021-01-03 10:00;2021-01-03 11:00;DK2;123;11838
2021-01-03 11:00;2021-01-03 12:00;DK2;123;11488
2021-01-03 12:00;2021-01-03 13:00;DK2;123;11344
2021-01-03 13:00;2021-01-03 14:00;DK2;123;11343
2021-01-03 14:00;2021-01-03 15:00;DK2;123;11665
2021-01-03 15:00;2021-01-03 16:00;DK2;123;12561
2021-01-03 16:00;2021-01-03 17:00;DK2;123;13943
2021-01-03 17:00;2021-01-03 18:00;DK2;123;13900
2021-01-03 18:00;2021-01-03 19:00;DK2;123;13096
2021-01-03 19:00;2021-01-03 20:00;DK2;123;12364
2021-01-03 20:00;2021-01-03 21:00;DK2;123;11821
2021-01-03 21:00;2021-01-03 22:00;DK2;123;11136
2021-01-03 22:00;2021-01-03 23:00;DK2;123;10565
2021-01-03 23:00;2021-01-04 00:00;DK2;123;10222
2021-01-04 00:00;2021-01-04 01:00;DK2;123;10064
2021-01-04 01:00;2021-01-04 02:00;DK2;123;10264
2021-01-04 02:00;2021-01-04 03:00;DK2;123;10288
2021-01-04 03:00;2021-01-04 04:00;DK2;123;10491
2021-01-04 04:00;2021-01-04 05:00;DK2;123;10848
2021-01-04 05:00;2021-01-04 06:00;DK2;123;11602
2021-01-04 06:00;2021-01-04 07:00;DK2;123;12383
2021-01-04 07:00;2021-01-04 08:00;DK2;123;12881
2021-01-04 08:00;2021-01-04 09:00;DK2;123;12810
2021-01-04 09:00;2021-01-04 10:00;DK2;123;12376
2021-01-04 10:00;2021-01-04 11:00;DK2;123;12007
2021-01-04 11:00;2021-01-04 12:00;DK2;123;11638
2021-01-04 12:00;2021-01-04 13:00;DK2;123;11317
2021-01-04 13:00;2021-01-04 14:00;DK2;123;11297
2021-01-04 14:00;2021-01-04 15:00;DK2;123;11849
2021-01-04 15:00;2021-01-04 16:00;DK2;123;12944
2021-01-04 16:00;2021-01-04 17:00;DK2;123;14631
2021-01-04 17:00;2021-01-04 18:00;DK2;123;14442
2021-01-04 18:00;2021-01-04 19:00;DK2;123;13508
2021-01-04 19:00;2021-01-04 20:00;DK2;123;12587
2021-01-04 20:00;2021-01-04 21:00;DK2;123;11864
2021-01-04 21:00;2021-01-04 22:00;DK2;123;11154
2021-01-04 22:00;2021-01-04 23:00;DK2;123;10430
2021-01-04 23:00;2021-01-05 00:00;DK2;123;10073
2021-01-05 00:00;2021-01-05 01:00;DK2;123;9877
2021-01-05 01:00;2021-01-05 02:00;DK2;123;9901
2021-01-05 02:00;2021-01-05 03:00;DK2;123;9807
2021-01-05 03:00;2021-01-05 04:00;DK2;123;9815
2021-01-05 04:00;2021-01-05 05:00;DK2;123;10177
2021-01-05 05:00;2021-01-05 06:00;DK2;123;10875
2021-01-05 06:00;2021-01-05 07:00;DK2;123;11741
2021-01-05 07:00;2021-01-05 08:00;DK2;123;12325
2021-01-05 08:00;2021-01-05 09:00;DK2;123;12220
2021-01-05 09:00;2021-01-05 10:00;DK2;123;11885
2021-01-05 10:00;2021-01-05 11:00;DK2;123;11727
2021-01-05 11:00;2021-01-05 12:00;DK2;123;11561
2021-01-05 12:00;2021-01-05 13:00;DK2;123;11383
2021-01-05 13:00;2021-01-05 14:00;DK2;123;11428
2021-01-05 14:00;2021-01-05 15:00;DK2;123;11814
2021-01-05 15:00;2021-01-05 16:00;DK2;123;12780
2021-01-05 16:00;2021-01-05 17:00;DK2;123;14285
2021-01-05 17:00;2021-01-05 18:00;DK2;123;14155
2021-01-05 18:00;2021-01-05 19:00;DK2;123;13237
2021-01-05 19:00;2021-01-05 20:00;DK2;123;12474
2021-01-05 20:00;2021-01-05 21:00;DK2;123;11591
2021-01-05 21:00;2021-01-05 22:00;DK2;123;10876
2021-01-05 22:00;2021-01-05 23:00;DK2;123;10234
2021-01-05 23:00;2021-01-06 00:00;DK2;123;9881
2021-01-06 00:00;2021-01-06 01:00;DK2;123;9619
2021-01-06 01:00;2021-01-06 02:00;DK2;123;9633
2021-01-06 02:00;2021-01-06 03:00;DK2;123;9688
2021-01-06 03:00;2021-01-06 04:00;DK2;123;9729
2021-01-06 04:00;2021-01-06 05:00;DK2;123;10111
2021-01-06 05:00;2021-01-06 06:00;DK2;123;11130
2021-01-06 06:00;2021-01-06 07:00;DK2;123;12196
2021-01-06 07:00;2021-01-06 08:00;DK2;123;12691
2021-01-06 08:00;2021-01-06 09:00;DK2;123;12829
2021-01-06 09:00;2021-01-06 10:00;DK2;123;12825
2021-01-06 10:00;2021-01-06 11:00;DK2;123;12672
2021-01-06 11:00;2021-01-06 12:00;DK2;123;12581
2021-01-06 12:00;2021-01-06 13:00;DK2;123;12306
2021-01-06 13:00;2021-01-06 14:00;DK2;123;12283
2021-01-06 14:00;2021-01-06 15:00;DK2;123;12411
2021-01-06 15:00;2021-01-06 16:00;DK2;123;13271
2021-01-06 16:00;2021-01-06 17:00;DK2;123;14711
2021-01-06 17:00;2021-01-06 18:00;DK2;123;14673
2021-01-06 18:00;2021-01-06 19:00;DK2;123;13747
2021-01-06 19:00;2021-01-06 20:00;DK2;123;12879
2021-01-06 20:00;2021-01-06 21:00;DK2;123;12095
2021-01-06 21:00;2021-01-06 22:00;DK2;123;11295
2021-01-06 22:00;2021-01-06 23:00;DK2;123;10564
2021-01-06 23:00;2021-01-07 00:00;DK2;123;10047
2021-01-07 00:00;2021-01-07 01:00;DK2;123;9872
2021-01-07 01:00;2021-01-07 02:00;DK2;123;9736
2021-01-07 02:00;2021-01-07 03:00;DK2;123;9792
2021-01-07 03:00;2021-01-07 04:00;DK2;123;9910
2021-01-07 04:00;2021-01-07 05:00;DK2;123;10295
2021-01-07 05:00;2021-01-07 06:00;DK2;123;10998
2021-01-07 06:00;2021-01-07 07:00;DK2;123;11831
2021-01-07 07:00;2021-01-07 08:00;DK2;123;12252
2021-01-07 08:00;2021-01-07 09:00;DK2;123;12315
2021-01-07 09:00;2021-01-07 10:00;DK2;123;12084
2021-01-07 10:00;2021-01-07 11:00;DK2;123;11966
2021-01-07 11:00;2021-01-07 12:00;DK2;123;11672
2021-01-07 12:00;2021-01-07 13:00;DK2;123;11555
2021-01-07 13:00;2021-01-07 14:00;DK2;123;11652
2021-01-07 14:00;2021-01-07 15:00;DK2;123;11953
2021-01-07 15:00;2021-01-07 16:00;DK2;123;12803
2021-01-07 16:00;2021-01-07 17:00;DK2;123;14402
2021-01-07 17:00;2021-01-07 18:00;DK2;123;14471
2021-01-07 18:00;2021-01-07 19:00;DK2;123;13568
2021-01-07 19:00;2021-01-07 20:00;DK2;123;12852
2021-01-07 20:00;2021-01-07 21:00;DK2;123;12046
2021-01-07 21:00;2021-01-07 22:00;DK2;123;11376
2021-01-07 22:00;2021-01-07 23:00;DK2;123;10631
2021-01-07 23:00;2021-01-08 00:00;DK2;123;10365
2021-01-08 00:00;2021-01-08 01:00;DK2;123;10081
2021-01-08 01:00;2021-01-08 02:00;DK2;123;10146
2021-01-08 02:00;2021-01-08 03:00;DK2;123;10070
2021-01-08 03:00;2021-01-08 04:00;DK2;123;10210
2021-01-08 04:00;2021-01-08 05:00;DK2;123;10534
2021-01-08 05:00;2021-01-08 06:00;DK2;123;11206
2021-01-08 06:00;2021-01-08 07:00;DK2;123;12115
2021-01-08 07:00;2021-01-08 08:00;DK2;123;12533
2021-01-08 08:00;2021-01-08 09:00;DK2;123;12532
2021-01-08 09:00;2021-01-08 10:00;DK2;123;12384
2021-01-08 10:00;2021-01-08 11:00;DK2;123;12246
2021-01-08 11:00;2021-01-08 12:00;DK2;123;12173
2021-01-08 12:00;2021-01-08 13:00;DK2;123;11795
2021-01-08 13:00;2021-01-08 14:00;DK2;123;11816
2021-01-08 14:00;2021-01-08 15:00;DK2;123;11989
2021-01-08 15:00;2021-01-08 16:00;DK2;123;12771
2021-01-08 16:00;2021-01-08 17:00;DK2;123;14244
2021-01-08 17:00;2021-01-08 18:00;DK2;123;14064
2021-01-08 18:00;2021-01-08 19:00;DK2;123;13105
2021-01-08 19:00;2021-01-08 20:00;DK2;123;12172
2021-01-08 20:00;2021-01-08 21:00;DK2;123;11478
2021-01-08 21:00;2021-01-08 22:00;DK2;123;10912
2021-01-08 22:00;2021-01-08 23:00;DK2;123;10405
2021-01-08 23:00;2021-01-09 00:00;DK2;123;9922
2021-01-09 00:00;2021-01-09 01:00;DK2;123;9529
2021-01-09 01:00;2021-01-09 02:00;DK2;123;9418
2021-01-09 02:00;2021-01-09 03:00;DK2;123;9381
2021-01-09 03:00;2021-01-09 04:00;DK2;123;9466
2021-01-09 04:00;2021-01-09 05:00;DK2;123;9612
2021-01-09 05:00;2021-01-09 06:00;DK2;123;9872
2021-01-09 06:00;2021-01-09 07:00;DK2;123;10644
2021-01-09 07:00;2021-01-09 08:00;DK2;123;11704
2021-01-09 08:00;2021-01-09 09:00;DK2;123;12582
2021-01-09 09:00;2021-01-09 10:00;DK2;123;12580
2021-01-09 10:00;2021-01-09 11:00;DK2;123;12144
2021-01-09 11:00;2021-01-09 12:00;DK2;123;11638
2021-01-09 12:00;2021-01-09 13:00;DK2;123;11273
2021-01-09 13:00;2021-01-09 14:00;DK2;123;11394
2021-01-09 14:00;2021-01-09 15:00;DK2;123;11855
2021-01-09 15:00;2021-01-09 16:00;DK2;123;12869
2021-01-09 16:00;2021-01-09 17:00;DK2;123;14255
2021-01-09 17:00;2021-01-09 18:00;DK2;123;14140
2021-01-09 18:00;2021-01-09 19:00;DK2;123;13206
2021-01-09 19:00;2021-01-09 20:00;DK2;123;12268
2021-01-09 20:00;2021-01-09 21:00;DK2;123;11594
2021-01-09 21:00;2021-01-09 22:00;DK2;123;11172
2021-01-09 22:00;2021-01-09 23:00;DK2;123;10763
2021-01-09 23:00;2021-01-10 00:00;DK2;123;10203
2021-01-10 00:00;2021-01-10 01:00;DK2;123;9956
2021-01-10 01:00;2021-01-10 02:00;DK2;123;9926
2021-01-10 02:00;2021-01-10 03:00;DK2;123;9957
2021-01-10 03:00;2021-01-10 04:00;DK2;123;10033
2021-01-10 04:00;2021-01-10 05:00;DK2;123;10196
2021-01-10 05:00;2021-01-10 06:00;DK2;123;10662
2021-01-10 06:00;2021-01-10 07:00;DK2;123;11140
2021-01-10 07:00;2021-01-10 08:00;DK2;123;12156
2021-01-10 08:00;2021-01-10 09:00;DK2;123;12891
2021-01-10 09:00;2021-01-10 10:00;DK2;123;13243
2021-01-10 10:00;2021-01-10 11:00;DK2;123;13324
2021-01-10 11:00;2021-01-10 12:00;DK2;123;13356
2021-01-10 12:00;2021-01-10 13:00;DK2;123;13252
2021-01-10 13:00;2021-01-10 14:00;DK2;123;13257
2021-01-10 14:00;2021-01-10 15:00;DK2;123;13216
2021-01-10 15:00;2021-01-10 16:00;DK2;123;13663
2021-01-10 16:00;2021-01-10 17:00;DK2;123;14679
2021-01-10 17:00;2021-01-10 18:00;DK2;123;14402
2021-01-10 18:00;2021-01-10 19:00;DK2;123;13577
2021-01-10 19:00;2021-01-10 20:00;DK2;123;12518
2021-01-10 20:00;2021-01-10 21:00;DK2;123;11734
2021-01-10 21:00;2021-01-10 22:00;DK2;123;11003
2021-01-10 22:00;2021-01-10 23:00;DK2;123;10213
2021-01-10 23:00;2021-01-11 00:00;DK2;123;9738
2021-01-11 00:00;2021-01-11 01:00;DK2;123;9458
2021-01-11 01:00;2021-01-11 02:00;DK2;123;9393
2021-01-11 02:00;2021-01-11 03:00;DK2;123;9424
2021-01-11 03:00;2021-01-11 04:00;DK2;123;9474
2021-01-11 04:00;2021-01-11 05:00;DK2;123;9903
2021-01-11 05:00;2021-01-11 06:00;DK2;123;10620
2021-01-11 06:00;2021-01-11 07:00;DK2;123;11435
2021-01-11 07:00;2021-01-11 08:00;DK2;123;11747
2021-01-11 08:00;2021-01-11 09:00;DK2;123;11661
2021-01-11 09:00;2021-01-11 10:00;DK2;123;11464
2021-01-11 10:00;2021-01-11 11:00;DK2;123;11297
2021-01-11 11:00;2021-01-11 12:00;DK2;123;11341
2021-01-11 12:00;2021-01-11 13:00;DK2;123;11066
2021-01-11 13:00;2021-01-11 14:00;DK2;123;10912
2021-01-11 14:00;2021-01-11 15:00;DK2;123;11208
2021-01-11 15:00;2021-01-11 16:00;DK2;123;11921
2021-01-11 16:00;2021-01-11 17:00;DK2;123;13517
2021-01-11 17:00;2021-01-11 18:00;DK2;123;13329
2021-01-11 18:00;2021-01-11 19:00;DK2;123;12458
2021-01-11 19:00;2021-01-11 20:00;DK2;123;11622
2021-01-11 20:00;2021-01-11 21:00;DK2;123;10871
2021-01-11 21:00;2021-01-11 22:00;DK2;123;10164
2021-01-11 22:00;2021-01-11 23:00;DK2;123;9388
2021-01-11 23:00;2021-01-12 00:00;DK2;123;9045
2021-01-12 00:00;2021-01-12 01:00;DK2;123;8779
2021-01-12 01:00;2021-01-12 02:00;DK2;123;8912
2021-01-12 02:00;2021-01-12 03:00;DK2;123;9219
2021-01-12 03:00;2021-01-12 04:00;DK2;123;9379
2021-01-12 04:00;2021-01-12 05:00;DK2;123;9823
2021-01-12 05:00;2021-01-12 06:00;DK2;123;10772
2021-01-12 06:00;2021-01-12 07:00;DK2;123;11893
2021-01-12 07:00;2021-01-12 08:00;DK2;123;12436
2021-01-12 08:00;2021-01-12 09:00;DK2;123;12223
2021-01-12 09:00;2021-01-12 10:00;DK2;123;11279
2021-01-12 10:00;2021-01-12 11:00;DK2;123;10498
2021-01-12 11:00;2021-01-12 12:00;DK2;123;10094
2021-01-12 12:00;2021-01-12 13:00;DK2;123;10301
2021-01-12 13:00;2021-01-12 14:00;DK2;123;10651
2021-01-12 14:00;2021-01-12 15:00;DK2;123;11093
2021-01-12 15:00;2021-01-12 16:00;DK2;123;12209
2021-01-12 16:00;2021-01-12 17:00;DK2;123;14087
2021-01-12 17:00;2021-01-12 18:00;DK2;123;14180
2021-01-12 18:00;2021-01-12 19:00;DK2;123;13366
2021-01-12 19:00;2021-01-12 20:00;DK2;123;12546
2021-01-12 20:00;2021-01-12 21:00;DK2;123;11786
2021-01-12 21:00;2021-01-12 22:00;DK2;123;10987
2021-01-12 22:00;2021-01-12 23:00;DK2;123;10356
2021-01-12 23:00;2021-01-13 00:00;DK2;123;9869
2021-01-13 00:00;2021-01-13 01:00;DK2;123;9697
2021-01-13 01:00;2021-01-13 02:00;DK2;123;9515
2021-01-13 02:00;2021-01-13 03:00;DK2;123;9564
2021-01-13 03:00;2021-01-13 04:00;DK2;123;9585
2021-01-13 04:00;2021-01-13 05:00;DK2;123;9887
2021-01-13 05:00;2021-01-13 06:00;DK2;123;10837
2021-01-13 06:00;2021-01-13 07:00;DK2;123;11643
2021-01-13 07:00;2021-01-13 08:00;DK2;123;12180
2021-01-13 08:00;2021-01-13 09:00;DK2;123;12195
2021-01-13 09:00;2021-01-13 10:00;DK2;123;12076
2021-01-13 10:00;2021-01-13 11:00;DK2;123;11959
2021-01-13 11:00;2021-01-13 12:00;DK2;123;11881
2021-01-13 12:00;2021-01-13 13:00;DK2;123;11628
2021-01-13 13:00;2021-01-13 14:00;DK2;123;11713
2021-01-13 14:00;2021-01-13 15:00;DK2;123;12192
2021-01-13 15:00;2021-01-13 16:00;DK2;123;13220
2021-01-13 16:00;2021-01-13 17:00;DK2;123;14984
2021-01-13 17:00;2021-01-13 18:00;DK2;123;14979
2021-01-13 18:00;2021-01-13 19:00;DK2;123;14078
2021-01-13 19:00;2021-01-13 20:00;DK2;123;13461
2021-01-13 20:00;2021-01-13 21:00;DK2;123;12792
2021-01-13 21:00;2021-01-13 22:00;DK2;123;12022
2021-01-13 22:00;2021-01-13 23:00;DK2;123;11288
2021-01-13 23:00;2021-01-14 00:00;DK2;123;10767
2021-01-14 00:00;2021-01-14 01:00;DK2;123;10682
2021-01-14 01:00;2021-01-14 02:00;DK2;123;10476
2021-01-14 02:00;2021-01-14 03:00;DK2;123;10511
2021-01-14 03:00;2021-01-14 04:00;DK2;123;10534
2021-01-14 04:00;2021-01-14 05:00;DK2;123;10871
2021-01-14 05:00;2021-01-14 06:00;DK2;123;11648
2021-01-14 06:00;2021-01-14 07:00;DK2;123;12625
2021-01-14 07:00;2021-01-14 08:00;DK2;123;13089
2021-01-14 08:00;2021-01-14 09:00;DK2;123;13072
2021-01-14 09:00;2021-01-14 10:00;DK2;123;12582
2021-01-14 10:00;2021-01-14 11:00;DK2;123;12100
2021-01-14 11:00;2021-01-14 12:00;DK2;123;11585
2021-01-14 12:00;2021-01-14 13:00;DK2;123;11126
2021-01-14 13:00;2021-01-14 14:00;DK2;123;11308
2021-01-14 14:00;2021-01-14 15:00;DK2;123;11845
2021-01-14 15:00;2021-01-14 16:00;DK2;123;12989
2021-01-14 16:00;2021-01-14 17:00;DK2;123;14723
2021-01-14 17:00;2021-01-14 18:00;DK2;123;14749
2021-01-14 18:00;2021-01-14 19:00;DK2;123;14151
2021-01-14 19:00;2021-01-14 20:00;DK2;123;13340
2021-01-14 20:00;2021-01-14 21:00;DK2;123;12748
2021-01-14 21:00;2021-01-14 22:00;DK2;123;12064
2021-01-14 22:00;2021-01-14 23:00;DK2;123;11379
2021-01-14 23:00;2021-01-15 00:00;DK2;123;11070
2021-01-15 00:00;2021-01-15 01:00;DK2;123;10891
2021-01-15 01:00;2021-01-15 02:00;DK2;123;10898
2021-01-15 02:00;2021-01-15 03:00;DK2;123;11017
2021-01-15 03:00;2021-01-15 04:00;DK2;123;11302
2021-01-15 04:00;2021-01-15 05:00;DK2;123;11875
2021-01-15 05:00;2021-01-15 06:00;DK2;123;12870
2021-01-15 06:00;2021-01-15 07:00;DK2;123;14102
2021-01-15 07:00;2021-01-15 08:00;DK2;123;14760
2021-01-15 08:00;2021-01-15 09:00;DK2;123;14563
2021-01-15 09:00;2021-01-15 10:00;DK2;123;14203
2021-01-15 10:00;2021-01-15 11:00;DK2;123;13806
2021-01-15 11:00;2021-01-15 12:00;DK2;123;13161
2021-01-15 12:00;2021-01-15 13:00;DK2;123;12936
2021-01-15 13:00;2021-01-15 14:00;DK2;123;13019
2021-01-15 14:00;2021-01-15 15:00;DK2;123;13510
2021-01-15 15:00;2021-01-15 16:00;DK2;123;14446
2021-01-15 16:00;2021-01-15 17:00;DK2;123;15825
2021-01-15 17:00;2021-01-15 18:00;DK2;123;15784
2021-01-15 18:00;2021-01-15 19:00;DK2;123;14959
2021-01-15 19:00;2021-01-15 20:00;DK2;123;14014
2021-01-15 20:00;2021-01-15 21:00;DK2;123;13478
2021-01-15 21:00;2021-01-15 22:00;DK2;123;13005
2021-01-15 22:00;2021-01-15 23:00;DK2;123;12736
2021-01-15 23:00;2021-01-16 00:00;DK2;123;12456
2021-01-16 00:00;2021-01-16 01:00;DK2;123;12423
2021-01-16 01:00;2021-01-16 02:00;DK2;123;12445
2021-01-16 02:00;2021-01-16 03:00;DK2;123;12667
2021-01-16 03:00;2021-01-16 04:00;DK2;123;12804
2021-01-16 04:00;2021-01-16 05:00;DK2;123;12984
2021-01-16 05:00;2021-01-16 06:00;DK2;123;13410
2021-01-16 06:00;2021-01-16 07:00;DK2;123;13834
2021-01-16 07:00;2021-01-16 08:00;DK2;123;14847
2021-01-16 08:00;2021-01-16 09:00;DK2;123;15299
2021-01-16 09:00;2021-01-16 10:00;DK2;123;14727
2021-01-16 10:00;2021-01-16 11:00;DK2;123;13901
2021-01-16 11:00;2021-01-16 12:00;DK2;123;13510
2021-01-16 12:00;2021-01-16 13:00;DK2;123;13215
2021-01-16 13:00;2021-01-16 14:00;DK2;123;13268
2021-01-16 14:00;2021-01-16 15:00;DK2;123;13587
2021-01-16 15:00;2021-01-16 16:00;DK2;123;14456
2021-01-16 16:00;2021-01-16 17:00;DK2;123;15933
2021-01-16 17:00;2021-01-16 18:00;DK2;123;16096
2021-01-16 18:00;2021-01-16 19:00;DK2;123;15378
2021-01-16 19:00;2021-01-16 20:00;DK2;123;14826
2021-01-16 20:00;2021-01-16 21:00;DK2;123;14410
2021-01-16 21:00;2021-01-16 22:00;DK2;123;14051
2021-01-16 22:00;2021-01-16 23:00;DK2;123;13401
2021-01-16 23:00;2021-01-17 00:00;DK2;123;12900
2021-01-17 00:00;2021-01-17 01:00;DK2;123;12517
2021-01-17 01:00;2021-01-17 02:00;DK2;123;12318
2021-01-17 02:00;2021-01-17 03:00;DK2;123;12496
2021-01-17 03:00;2021-01-17 04:00;DK2;123;12655
2021-01-17 04:00;2021-01-17 05:00;DK2;123;12742
2021-01-17 05:00;2021-01-17 06:00;DK2;123;13005
2021-01-17 06:00;2021-01-17 07:00;DK2;123;13652
2021-01-17 07:00;2021-01-17 08:00;DK2;123;14712
2021-01-17 08:00;2021-01-17 09:00;DK2;123;15335
2021-01-17 09:00;2021-01-17 10:00;DK2;123;14961
2021-01-17 10:00;2021-01-17 11:00;DK2;123;14472
2021-01-17 11:00;2021-01-17 12:00;DK2;123;13775
2021-01-17 12:00;2021-01-17 13:00;DK2;123;13148
2021-01-17 13:00;2021-01-17 14:00;DK2;123;12964
2021-01-17 14:00;2021-01-17 15:00;DK2;123;13104
2021-01-17 15:00;2021-01-17 16:00;DK2;123;14164
2021-01-17 16:00;2021-01-17 17:00;DK2;123;15898
2021-01-17 17:00;2021-01-17 18:00;DK2;123;16237
2021-01-17 18:00;2021-01-17 19:00;DK2;123;15650
2021-01-17 19:00;2021-01-17 20:00;DK2;123;15053
2021-01-17 20:00;2021-01-17 21:00;DK2;123;14128
2021-01-17 21:00;2021-01-17 22:00;DK2;123;13501
2021-01-17 22:00;2021-01-17 23:00;DK2;123;12695
2021-01-17 23:00;2021-01-18 00:00;DK2;123;12137
2021-01-18 00:00;2021-01-18 01:00;DK2;123;11893
2021-01-18 01:00;2021-01-18 02:00;DK2;123;11823
2021-01-18 02:00;2021-01-18 03:00;DK2;123;11670
2021-01-18 03:00;2021-01-18 04:00;DK2;123;11715
2021-01-18 04:00;2021-01-18 05:00;DK2;123;11975
2021-01-18 05:00;2021-01-18 06:00;DK2;123;12713
2021-01-18 06:00;2021-01-18 07:00;DK2;123;13598
2021-01-18 07:00;2021-01-18 08:00;DK2;123;13989
2021-01-18 08:00;2021-01-18 09:00;DK2;123;13786
2021-01-18 09:00;2021-01-18 10:00;DK2;123;13455
2021-01-18 10:00;2021-01-18 11:00;DK2;123;13249
2021-01-18 11:00;2021-01-18 12:00;DK2;123;13049
2021-01-18 12:00;2021-01-18 13:00;DK2;123;12853
2021-01-18 13:00;2021-01-18 14:00;DK2;123;12822
2021-01-18 14:00;2021-01-18 15:00;DK2;123;13058
2021-01-18 15:00;2021-01-18 16:00;DK2;123;13641
2021-01-18 16:00;2021-01-18 17:00;DK2;123;15117
2021-01-18 17:00;2021-01-18 18:00;DK2;123;14961
2021-01-18 18:00;2021-01-18 19:00;DK2;123;13987
2021-01-18 19:00;2021-01-18 20:00;DK2;123;13085
2021-01-18 20:00;2021-01-18 21:00;DK2;123;12274
2021-01-18 21:00;2021-01-18 22:00;DK2;123;11397
2021-01-18 22:00;2021-01-18 23:00;DK2;123;10619
2021-01-18 23:00;2021-01-19 00:00;DK2;123;10175
2021-01-19 00:00;2021-01-19 01:00;DK2;123;9979
2021-01-19 01:00;2021-01-19 02:00;DK2;123;9840
2021-01-19 02:00;2021-01-19 03:00;DK2;123;9776
2021-01-19 03:00;2021-01-19 04:00;DK2;123;9810
2021-01-19 04:00;2021-01-19 05:00;DK2;123;10166
2021-01-19 05:00;2021-01-19 06:00;DK2;123;10827
2021-01-19 06:00;2021-01-19 07:00;DK2;123;11725
2021-01-19 07:00;2021-01-19 08:00;DK2;123;12188
2021-01-19 08:00;2021-01-19 09:00;DK2;123;12070
2021-01-19 09:00;2021-01-19 10:00;DK2;123;11932
2021-01-19 10:00;2021-01-19 11:00;DK2;123;11954
2021-01-19 11:00;2021-01-19 12:00;DK2;123;11796
2021-01-19 12:00;2021-01-19 13:00;DK2;123;11617
2021-01-19 13:00;2021-01-19 14:00;DK2;123;11812
2021-01-19 14:00;2021-01-19 15:00;DK2;123;12152
2021-01-19 15:00;2021-01-19 16:00;DK2;123;12920
