DateTime;Middeltemperatur;Maksimumtemperatur;Minimumtemperatur
01-01-2021 00:00;1.8;1.9;1.6
01-01-2021 01:00;1.9;2;1.7
01-01-2021 02:00;2;2.1;1.8
01-01-2021 03:00;2;2.1;2
01-01-2021 04:00;2.1;2.3;1.9
01-01-2021 05:00;2.2;2.4;2
01-01-2021 06:00;2.1;2.2;2
01-01-2021 07:00;2.1;2.2;1.9
01-01-2021 08:00;1.8;2;1.5
01-01-2021 09:00;1.9;2.1;1.6
01-01-2021 10:00;2.1;2.3;1.9
01-01-2021 11:00;2.2;2.7;1.8
01-01-2021 12:00;2.5;2.7;2.2
01-01-2021 13:00;2.4;2.7;2.2
01-01-2021 14:00;2.4;2.5;2.3
01-01-2021 15:00;2.2;2.3;2
01-01-2021 16:00;2.1;2.3;2
01-01-2021 17:00;2.2;2.3;2.1
01-01-2021 18:00;2.2;2.3;2.1
01-01-2021 19:00;2.1;2.2;2
01-01-2021 20:00;2;2.1;1.9
01-01-2021 21:00;1.7;2;1.5
01-01-2021 22:00;1.7;1.8;1.5
01-01-2021 23:00;1.7;1.7;1.5
02-01-2021 00:00;1.4;1.6;1.2
02-01-2021 01:00;1.7;2.1;1.5
02-01-2021 02:00;2;2.1;1.9
02-01-2021 03:00;1.8;2.1;1.4
02-01-2021 04:00;1.1;1.5;0.7
02-01-2021 05:00;0.5;0.8;0.1
02-01-2021 06:00;-0.2;0.2;-0.6
02-01-2021 07:00;-0.8;-0.5;-1
02-01-2021 08:00;-0.7;-0.6;-1
02-01-2021 09:00;-0.6;-0.4;-0.7
02-01-2021 10:00;-0.2;0;-0.5
02-01-2021 11:00;0.4;0.8;-0.1
02-01-2021 12:00;1.1;1.5;0.7
02-01-2021 13:00;1.4;1.7;1.2
02-01-2021 14:00;1.5;1.6;1.4
02-01-2021 15:00;1.5;1.6;1.2
02-01-2021 16:00;0.7;1.3;0.1
02-01-2021 17:00;-0.1;0.4;-0.7
02-01-2021 18:00;-0.6;-0.5;-0.7
02-01-2021 19:00;-1;-0.7;-1.2
02-01-2021 20:00;-0.8;-0.6;-1
02-01-2021 21:00;-0.5;-0.4;-0.7
02-01-2021 22:00;-0.1;0.4;-0.5
02-01-2021 23:00;0.2;0.5;0
03-01-2021 00:00;0.7;0.9;0.4
03-01-2021 01:00;1;1.2;0.9
03-01-2021 02:00;1.2;1.3;1.1
03-01-2021 03:00;1.4;1.8;1.1
03-01-2021 04:00;1.7;1.8;1.5
03-01-2021 05:00;1.6;1.8;1.5
03-01-2021 06:00;1.6;1.6;1.5
03-01-2021 07:00;1.7;1.8;1.6
03-01-2021 08:00;1.8;1.8;1.7
03-01-2021 09:00;2;2.4;1.8
03-01-2021 10:00;2.4;2.6;2.3
03-01-2021 11:00;2.5;2.7;2.4
03-01-2021 12:00;2.6;2.8;2.6
03-01-2021 13:00;2.8;3.1;2.6
03-01-2021 14:00;2.8;2.9;2.7
03-01-2021 15:00;2.6;2.8;2.4
03-01-2021 16:00;2.2;2.4;1.9
03-01-2021 17:00;1.7;2;1.5
03-01-2021 18:00;1.4;1.6;1.3
03-01-2021 19:00;1.1;1.5;0.8
03-01-2021 20:00;0.5;0.9;-0.2
03-01-2021 21:00;-0.2;0;-0.4
03-01-2021 22:00;-0.2;-0.1;-0.4
03-01-2021 23:00;-0.3;-0.1;-0.5
04-01-2021 00:00;-0.4;-0.3;-0.5
04-01-2021 01:00;-0.8;-0.4;-1.3
04-01-2021 02:00;-1.8;-1.2;-2.1
04-01-2021 03:00;-2.1;-1.9;-2.2
04-01-2021 04:00;-2;-1.9;-2.2
04-01-2021 05:00;-2.1;-1.9;-2.3
04-01-2021 06:00;-1.3;-0.7;-2
04-01-2021 07:00;-0.7;-0.6;-0.8
04-01-2021 08:00;-0.6;-0.5;-0.7
04-01-2021 09:00;-0.5;-0.4;-0.7
04-01-2021 10:00;-0.1;0.3;-0.4
04-01-2021 11:00;0.3;0.7;-0.1
04-01-2021 12:00;0.1;0.4;-0.1
04-01-2021 13:00;0.8;1.1;0.1
04-01-2021 14:00;1.1;1.2;0.8
04-01-2021 15:00;0.3;0.8;-0.1
04-01-2021 16:00;0.6;0.9;0
04-01-2021 17:00;0.9;1.1;0.7
04-01-2021 18:00;1.1;1.2;0.9
04-01-2021 19:00;1.1;1.2;1
04-01-2021 20:00;1.1;1.2;0.7
04-01-2021 21:00;0.6;0.8;0.3
04-01-2021 22:00;0.8;0.9;0.5
04-01-2021 23:00;0.4;0.8;0.1
05-01-2021 00:00;0;0.2;-0.2
05-01-2021 01:00;0.4;0.6;-0.1
05-01-2021 02:00;0.4;0.6;0.2
05-01-2021 03:00;0.8;1.1;0.4
05-01-2021 04:00;1.1;1.2;0.9
05-01-2021 05:00;1;1.2;0.8
05-01-2021 06:00;1;1.1;0.9
05-01-2021 07:00;0.9;1.1;0.8
05-01-2021 08:00;0.8;1;0.6
05-01-2021 09:00;1.2;1.7;0.8
05-01-2021 10:00;1.3;1.8;1
05-01-2021 11:00;1.3;1.4;1.2
05-01-2021 12:00;1.3;1.5;1
05-01-2021 13:00;1.4;1.6;1.3
05-01-2021 14:00;1.4;1.5;1.4
05-01-2021 15:00;1.3;1.5;1.2
05-01-2021 16:00;1.3;1.4;1.1
05-01-2021 17:00;1.3;1.4;1.1
05-01-2021 18:00;1.2;1.4;1.1
05-01-2021 19:00;1.4;1.6;1.2
05-01-2021 20:00;1.2;1.3;1
05-01-2021 21:00;1.1;1.2;1
05-01-2021 22:00;1.1;1.2;1
05-01-2021 23:00;1.1;1.2;1
06-01-2021 00:00;1.1;1.2;1
06-01-2021 01:00;1.1;1.2;1.1
06-01-2021 02:00;1.1;1.2;0.8
06-01-2021 03:00;1;1.1;0.9
06-01-2021 04:00;0.9;1;0.8
06-01-2021 05:00;0.5;0.9;-0.1
06-01-2021 06:00;-0.3;0;-0.5
06-01-2021 07:00;-0.5;-0.4;-0.7
06-01-2021 08:00;-0.7;-0.6;-0.9
06-01-2021 09:00;-0.8;-0.7;-0.9
06-01-2021 10:00;-0.6;-0.4;-0.8
06-01-2021 11:00;-0.4;-0.2;-0.5
06-01-2021 12:00;-0.2;0;-0.3
06-01-2021 13:00;-0.1;0;-0.2
06-01-2021 14:00;0;0.1;-0.1
06-01-2021 15:00;0;0.1;-0.1
06-01-2021 16:00;0;0.1;-0.1
06-01-2021 17:00;0;0.2;-0.1
06-01-2021 18:00;0.1;0.2;0
06-01-2021 19:00;0.1;0.3;0
06-01-2021 20:00;0.2;0.3;0.1
06-01-2021 21:00;0.3;0.4;0.2
06-01-2021 22:00;0.5;0.7;0.3
06-01-2021 23:00;0.4;0.5;0.2
07-01-2021 00:00;0.3;0.5;0.2
