"DateTime";"Middeltemperatur";"Maksimumtemperatur";"Minimumtemperatur"
"2021-02-05 00:00:00";-6.5;-6.2;-6.9
"2021-02-05 01:00:00";-7;-6.5;-7.4
"2021-02-05 02:00:00";-5.9;-5.6;-6.7
"2021-02-05 03:00:00";-5.7;-5.5;-5.8
"2021-02-05 04:00:00";-5.5;-5.2;-5.8
"2021-02-05 05:00:00";-5.7;-5.3;-5.9
"2021-02-05 06:00:00";-5.8;-5.4;-6.3
"2021-02-05 07:00:00";-6.4;-6.3;-6.6
"2021-02-05 08:00:00";-6.7;-6.5;-6.9
"2021-02-05 09:00:00";-6.4;-5.7;-6.8
"2021-02-05 10:00:00";-5.5;-5;-5.9
"2021-02-05 11:00:00";-4.8;-4.1;-5.3
"2021-02-05 12:00:00";-5.1;-4.4;-5.5
"2021-02-05 13:00:00";-4.3;-4;-4.5
"2021-02-05 14:00:00";-4.2;-4.1;-4.4
"2021-02-05 15:00:00";-4;-3.8;-4.2
"2021-02-05 16:00:00";-4.6;-4;-5.1
"2021-02-05 17:00:00";-5.5;-5.1;-5.9
"2021-02-05 18:00:00";-5.7;-5.5;-6
"2021-02-05 19:00:00";-5.8;-5.6;-6.1
"2021-02-05 20:00:00";-5.8;-5.7;-6.1
"2021-02-05 21:00:00";-6;-5.8;-6.3
"2021-02-05 22:00:00";-6.1;-5.9;-6.4
"2021-02-05 23:00:00";-6;-5.9;-6.2
"2021-02-06 00:00:00";-6.6;-6.2;-6.9
"2021-02-06 01:00:00";-6.9;-6.7;-7.1
"2021-02-06 02:00:00";-7.1;-6.8;-7.4
"2021-02-06 03:00:00";-7.2;-6.9;-7.5
"2021-02-06 04:00:00";-7;-6.9;-7.2
"2021-02-06 05:00:00";-7.1;-6.9;-7.3
"2021-02-06 06:00:00";-7;-6.7;-7.3
"2021-02-06 07:00:00";-6.8;-6.6;-7.2
"2021-02-06 08:00:00";-6.5;-5.7;-6.9
"2021-02-06 09:00:00";-5.5;-5.1;-5.8
"2021-02-06 10:00:00";-5.4;-4.9;-5.8
"2021-02-06 11:00:00";-4.9;-4.7;-5.1
"2021-02-06 12:00:00";-4.8;-4.3;-5.1
"2021-02-06 13:00:00";-4.5;-4.1;-4.8
"2021-02-06 14:00:00";-4;-3.9;-4.2
"2021-02-06 15:00:00";-4.3;-3.8;-4.5
"2021-02-06 16:00:00";-4.5;-4.4;-4.7
"2021-02-06 17:00:00";-4.8;-4.4;-5.2
"2021-02-06 18:00:00";-5.2;-5;-5.4
"2021-02-06 19:00:00";-5.8;-5.3;-6.1
"2021-02-06 20:00:00";-6.1;-6;-6.3
"2021-02-06 21:00:00";-6.2;-6;-6.4
"2021-02-06 22:00:00";-6.2;-6.1;-6.5
"2021-02-06 23:00:00";-6.2;-6.1;-6.4
"2021-02-07 00:00:00";-6;-5.7;-6.2
"2021-02-07 01:00:00";-5.9;-5.7;-6
"2021-02-07 02:00:00";-5.8;-5.6;-6
"2021-02-07 03:00:00";-5.9;-5.6;-6.3
"2021-02-07 04:00:00";-5.7;-5.5;-6.1
"2021-02-07 05:00:00";-5.7;-5.5;-6
"2021-02-07 06:00:00";-5.7;-5.4;-5.9
"2021-02-07 07:00:00";-5.3;-5.1;-5.5
"2021-02-07 08:00:00";-4.9;-4.7;-5.3
"2021-02-07 09:00:00";-5.1;-4.9;-5.3
"2021-02-07 10:00:00";-5;-4.8;-5.1
"2021-02-07 11:00:00";-4.9;-4.8;-5.1
"2021-02-07 12:00:00";-4.6;-4.3;-4.9
"2021-02-07 13:00:00";-4.2;-3.9;-4.5
"2021-02-07 14:00:00";-4.1;-4;-4.3
"2021-02-07 15:00:00";-3.8;-3.5;-4.1
"2021-02-07 16:00:00";-3.4;-3.2;-3.6
"2021-02-07 17:00:00";-3.2;-3.1;-3.3
"2021-02-07 18:00:00";-3.3;-3.1;-3.5
"2021-02-07 19:00:00";-3.7;-3.4;-3.9
"2021-02-07 20:00:00";-3.7;-3.6;-3.9
"2021-02-07 21:00:00";-4;-3.6;-4.3
"2021-02-07 22:00:00";-4.5;-4.2;-4.7
"2021-02-07 23:00:00";-4.3;-4.1;-4.6
"2021-02-08 00:00:00";-4.1;-4;-4.2
"2021-02-08 01:00:00";-4.2;-3.9;-4.5
"2021-02-08 02:00:00";-4.6;-4.5;-4.8
"2021-02-08 03:00:00";-4.8;-4.7;-4.9
"2021-02-08 04:00:00";-4.8;-4.7;-5
"2021-02-08 05:00:00";-4.9;-4.8;-5
"2021-02-08 06:00:00";-5;-4.9;-5.1
"2021-02-08 07:00:00";-4.9;-4.7;-5.1
"2021-02-08 08:00:00";-4.6;-4.4;-4.8
"2021-02-08 09:00:00";-4.2;-3.9;-4.5
"2021-02-08 10:00:00";-3.5;-3.1;-4.1
"2021-02-08 11:00:00";-2.9;-2.7;-3.3
"2021-02-08 12:00:00";-2.8;-2.5;-3
"2021-02-08 13:00:00";-2.4;-2;-2.8
"2021-02-08 14:00:00";-2.5;-2.2;-2.7
"2021-02-08 15:00:00";-2.8;-2.5;-3
"2021-02-08 16:00:00";-3;-2.8;-3.2
"2021-02-08 17:00:00";-3.2;-3;-3.3
"2021-02-08 18:00:00";-3.4;-3.3;-3.5
"2021-02-08 19:00:00";-3.7;-3.4;-3.9
"2021-02-08 20:00:00";-3.9;-3.8;-4
"2021-02-08 21:00:00";-4;-3.9;-4.2
"2021-02-08 22:00:00";-4.1;-4;-4.3
"2021-02-08 23:00:00";-4.3;-4.2;-4.3
"2021-02-09 00:00:00";-4.3;-4.2;-4.4
"2021-02-09 01:00:00";-4.3;-4.2;-4.4
"2021-02-09 02:00:00";-4.4;-4.3;-4.5
"2021-02-09 03:00:00";-4.2;-4.1;-4.4
"2021-02-09 04:00:00";-4.1;-4;-4.3
"2021-02-09 05:00:00";-4.4;-4.1;-4.5
"2021-02-09 06:00:00";-4.6;-4.4;-4.8
